dataset,model,noise_level,accuracy,precision,recall,f1_score
SKAB,AUTOMATA,0.0,0.6032461677186655,0.2708333333333333,0.03110047846889952,0.055793991416309016
SKAB,AUTOMATA,0.05,0.6041478809738503,0.2857142857142857,0.03349282296650718,0.059957173447537475
SKAB,AUTOMATA,0.1,0.6095581605049594,0.3469387755102041,0.04066985645933014,0.0728051391862955
SKAB,AUTOMATA,0.2,0.6023444544634806,0.27450980392156865,0.03349282296650718,0.05970149253731343
SKAB,AUTOMATA,0.0,0.636604774535809,0.4444444444444444,0.0794044665012407,0.13473684210526315
SKAB,AUTOMATA,0.05,0.6357206012378426,0.43661971830985913,0.07692307692307693,0.1308016877637131
SKAB,AUTOMATA,0.1,0.6339522546419099,0.42857142857142855,0.08188585607940446,0.1375
SKAB,AUTOMATA,0.2,0.6312997347480106,0.40540540540540543,0.07444168734491315,0.12578616352201258
BATADAL,AUTOMATA,0.0,0.7281553398058253,0.22,0.39285714285714285,0.28205128205128205
BATADAL,AUTOMATA,0.05,0.7281553398058253,0.22,0.39285714285714285,0.28205128205128205
BATADAL,AUTOMATA,0.1,0.7281553398058253,0.20833333333333334,0.35714285714285715,0.2631578947368421
BATADAL,AUTOMATA,0.2,0.7427184466019418,0.2222222222222222,0.35714285714285715,0.273972602739726
SKAB,LSTM,0.0,0.6439884006245817,0.0,0.0,0.0
SKAB,LSTM,0.05,0.6439884006245817,0.0,0.0,0.0
SKAB,LSTM,0.1,0.6439884006245817,0.0,0.0,0.0
SKAB,LSTM,0.2,0.6439884006245817,0.0,0.0,0.0
SKAB,GRU,0.0,0.6439884006245817,0.0,0.0,0.0
SKAB,GRU,0.05,0.6439884006245817,0.0,0.0,0.0
SKAB,GRU,0.1,0.6439884006245817,0.0,0.0,0.0
SKAB,GRU,0.2,0.6439884006245817,0.0,0.0,0.0
SKAB,CNN,0.0,0.6439884006245817,0.0,0.0,0.0
