dataset,model,noise_level,accuracy,precision,recall,f1_score
SKAB,CNN,0.05,0.6439884006245817,0.0,0.0,0.0
SKAB,CNN,0.1,0.6439884006245817,0.0,0.0,0.0
SKAB,CNN,0.2,0.6439884006245817,0.0,0.0,0.0
SKAB,LSTM,0.0,0.7082683307332294,0.8098290598290598,0.23702313946216386,0.366715045960329
SKAB,LSTM,0.05,0.7073768665032315,0.8029661016949152,0.23702313946216386,0.3660067600193143
SKAB,LSTM,0.1,0.7078225986182305,0.8025210084033614,0.23889931207004378,0.36819277108433734
SKAB,LSTM,0.2,0.7093826610207266,0.8053830227743272,0.24327704815509693,0.37367915465898177
SKAB,GRU,0.0,0.6948963672832628,1.0,0.1438398999374609,0.25150355385456535
SKAB,GRU,0.05,0.6944506351682639,1.0,0.1425891181988743,0.24958949096880131
SKAB,GRU,0.1,0.6946735012257633,1.0,0.1432145090681676,0.25054704595185995
SKAB,GRU,0.2,0.6942277691107644,1.0,0.14196372732958099,0.24863088718510407
SKAB,CNN,0.0,0.688433251615779,1.0,0.12570356472795496,0.22333333333333333
SKAB,CNN,0.05,0.6879875195007801,1.0,0.12445278298936835,0.22135706340378197
SKAB,CNN,0.1,0.6866503231557833,1.0,0.1207004377736085,0.21540178571428573
SKAB,CNN,0.2,0.6855359928682861,1.0,0.11757348342714197,0.21040850587576945
SKAB,LSTM,0.0,0.622439893143366,0.43508771929824563,0.07474382157926461,0.12757201646090535
SKAB,LSTM,0.05,0.6237756010685663,0.4456140350877193,0.07655213984327909,0.13065843621399176
SKAB,LSTM,0.1,0.6235529830810329,0.4452054794520548,0.07836045810729356,0.13326499231163505
SKAB,LSTM,0.2,0.6239982190560998,0.44932432432432434,0.08016877637130802,0.1360613810741688
SKAB,GRU,0.0,0.6228851291184327,0.445141065830721,0.08559373116335142,0.1435793731041456
SKAB,GRU,0.05,0.6233303650934996,0.4492307692307692,0.08800482218203737,0.14717741935483872
SKAB,GRU,0.1,0.6226625111308994,0.4467455621301775,0.09101868595539482,0.1512268402603906
SKAB,GRU,0.2,0.6239982190560998,0.4592391304347826,0.10186859553948162,0.1667488899851998
SKAB,CNN,0.0,0.6193232413178985,0.43914081145584727,0.11091018685955395,0.17709335899903753
SKAB,CNN,0.05,0.6188780053428317,0.4376470588235294,0.11211573236889692,0.1785028790786948
SKAB,CNN,0.1,0.6195458593054319,0.4423963133640553,0.11573236889692586,0.18346870520783565
SKAB,CNN,0.2,0.6184327693677649,0.43875278396436523,0.11874623267028331,0.1869070208728653
SKAB,LSTM,0.0,0.6850928862709561,0.6187113857016769,0.42254370102471367,0.5021489971346705
SKAB,LSTM,0.05,0.6850928862709561,0.6182937554969217,0.42374924653405666,0.5028612303290415
SKAB,LSTM,0.1,0.6864521975532397,0.6209322779243623,0.4255575647980711,0.5050071530758226
SKAB,LSTM,0.2,0.6884911644766651,0.6239092495636999,0.4309825195901145,0.5098039215686274
SKAB,GRU,0.0,0.6934753058450385,0.6795774647887324,0.34900542495479203,0.46117084826762245
SKAB,GRU,0.05,0.6921159945627549,0.6724137931034483,0.352622061482821,0.4626334519572954
SKAB,GRU,0.1,0.6912097870412325,0.6678004535147393,0.3550331525015069,0.4635970090515545
SKAB,GRU,0.2,0.6937018577254191,0.6722783389450057,0.36106088004822184,0.46980392156862744
SKAB,CNN,0.0,0.6898504757589488,0.6429980276134122,0.39300783604581074,0.4878413767302656
SKAB,CNN,0.05,0.6893973719981876,0.6417322834645669,0.39300783604581074,0.4874766355140187
SKAB,CNN,0.1,0.689170820117807,0.6397273612463485,0.3960216998191682,0.4892032762472077
SKAB,CNN,0.2,0.6878115088355233,0.6370731707317073,0.3936106088004822,0.48658718330849476
SKAB,LSTM,0.0,0.6438840964388409,1.0,0.0018598884066955983,0.0037128712871287127
SKAB,LSTM,0.05,0.6447688564476886,1.0,0.0043397396156230625,0.008641975308641974
SKAB,LSTM,0.1,0.6454324264543243,1.0,0.006199628022318661,0.012322858903265557
SKAB,LSTM,0.2,0.6463171864631718,0.8888888888888888,0.009919404835709857,0.019619865113427344
SKAB,GRU,0.0,0.6432205264322053,0.0,0.0,0.0
SKAB,GRU,0.05,0.6432205264322053,0.0,0.0,0.0
SKAB,GRU,0.1,0.6432205264322053,0.0,0.0,0.0
SKAB,GRU,0.2,0.6432205264322053,0.0,0.0,0.0
SKAB,CNN,0.0,0.648307896483079,0.896551724137931,0.016119032858028518,0.031668696711327646
SKAB,CNN,0.05,0.648307896483079,0.8709677419354839,0.016738995660260384,0.032846715328467155
SKAB,CNN,0.1,0.6476443264764432,0.7941176470588235,0.016738995660260384,0.03278688524590164
SKAB,CNN,0.2,0.6467595664675957,0.7,0.01735895846249225,0.0338777979431337
BATADAL,LSTM,0.0,0.8660170523751523,0.0,0.0,0.0
BATADAL,LSTM,0.05,0.8660170523751523,0.0,0.0,0.0
BATADAL,LSTM,0.1,0.8660170523751523,0.0,0.0,0.0
BATADAL,LSTM,0.2,0.8660170523751523,0.0,0.0,0.0
BATADAL,GRU,0.0,0.8660170523751523,0.0,0.0,0.0
BATADAL,GRU,0.05,0.8660170523751523,0.0,0.0,0.0
BATADAL,GRU,0.1,0.8660170523751523,0.0,0.0,0.0
BATADAL,GRU,0.2,0.8660170523751523,0.0,0.0,0.0
BATADAL,CNN,0.0,0.8660170523751523,0.0,0.0,0.0
BATADAL,CNN,0.05,0.8660170523751523,0.0,0.0,0.0
BATADAL,CNN,0.1,0.8660170523751523,0.0,0.0,0.0
BATADAL,CNN,0.2,0.8660170523751523,0.0,0.0,0.0
SKAB,AUTOMATA,0.0,0.6256684491978609,0.2,0.017543859649122806,0.03225806451612903
SKAB,AUTOMATA,0.05,0.6229946524064172,0.18421052631578946,0.017543859649122806,0.032036613272311214
SKAB,AUTOMATA,0.1,0.6256684491978609,0.21621621621621623,0.020050125313283207,0.03669724770642202
SKAB,AUTOMATA,0.2,0.6221033868092691,0.1951219512195122,0.020050125313283207,0.03636363636363636
SKAB,AUTOMATA,0.0,0.6366874443455031,0.25,0.01,0.019230769230769232
SKAB,AUTOMATA,0.05,0.634906500445236,0.2222222222222222,0.01,0.019138755980861243
SKAB,AUTOMATA,0.1,0.6375779162956366,0.3157894736842105,0.015,0.028639618138424822
SKAB,AUTOMATA,0.2,0.6357969723953696,0.2631578947368421,0.0125,0.02386634844868735
SKAB,AUTOMATA,0.0,0.6192170818505338,0.325,0.03140096618357488,0.05726872246696035
SKAB,AUTOMATA,0.05,0.6183274021352313,0.32558139534883723,0.033816425120772944,0.061269146608315096
SKAB,AUTOMATA,0.1,0.6209964412811388,0.36363636363636365,0.03864734299516908,0.06986899563318777
SKAB,AUTOMATA,0.2,0.6201067615658363,0.35555555555555557,0.03864734299516908,0.06971677559912855
SKAB,AUTOMATA,0.0,0.609049773755656,0.2702702702702703,0.024096385542168676,0.04424778761061947
SKAB,AUTOMATA,0.05,0.6081447963800904,0.2631578947368421,0.024096385542168676,0.04415011037527594
SKAB,AUTOMATA,0.1,0.6099547511312218,0.2894736842105263,0.02650602409638554,0.04856512141280353
SKAB,AUTOMATA,0.2,0.6072398190045248,0.2682926829268293,0.02650602409638554,0.04824561403508772
SKAB,AUTOMATA,0.0,0.6330680813439434,0.4423076923076923,0.1141439205955335,0.1814595660749507
SKAB,AUTOMATA,0.05,0.6383731211317418,0.47,0.11662531017369727,0.18687872763419483
SKAB,AUTOMATA,0.1,0.6383731211317418,0.47,0.11662531017369727,0.18687872763419483
SKAB,AUTOMATA,0.2,0.6383731211317418,0.47413793103448276,0.13647642679900746,0.2119460500963391
BATADAL,AUTOMATA,0.0,0.7281553398058253,0.22,0.39285714285714285,0.28205128205128205
BATADAL,AUTOMATA,0.05,0.7281553398058253,0.22,0.39285714285714285,0.28205128205128205
BATADAL,AUTOMATA,0.1,0.7281553398058253,0.22,0.39285714285714285,0.28205128205128205
BATADAL,AUTOMATA,0.2,0.7135922330097088,0.20754716981132076,0.39285714285714285,0.2716049382716049
SKAB,LSTM,0.0,0.7352351236906619,0.7879213483146067,0.35106382978723405,0.4857142857142857
SKAB,LSTM,0.05,0.7356808558056608,0.7917847025495751,0.3498122653316646,0.4852430555555556
SKAB,LSTM,0.1,0.7354579897481613,0.7923186344238976,0.34856070087609514,0.4841373315949587
SKAB,LSTM,0.2,0.7356808558056608,0.7951289398280802,0.34730913642052563,0.4834494773519164
SKAB,GRU,0.0,0.7174058390907064,0.6144244105409153,0.5544430538172715,0.5828947368421052
SKAB,GRU,0.05,0.7120570537107198,0.6055172413793104,0.5494367959949937,0.5761154855643045
SKAB,GRU,0.1,0.7082683307332294,0.5975692099932478,0.5538172715894869,0.5748619681714843
SKAB,GRU,0.2,0.6926677067082684,0.5689112649465072,0.5657071339173968,0.5673046752431754
SKAB,CNN,0.0,0.756407399153109,0.7783902976846747,0.44180225281602004,0.5636726546906188
SKAB,CNN,0.05,0.7528415422331179,0.7683863885839737,0.4380475594493116,0.5579912315663611
SKAB,CNN,0.1,0.7499442834856251,0.7542735042735043,0.44180225281602004,0.5572217837411207
SKAB,CNN,0.2,0.7461555605081346,0.7283582089552239,0.45807259073842305,0.5624279677295428
SKAB,LSTM,0.0,0.6841635023453205,0.5828729281767956,0.3971141781681305,0.47238805970149256
SKAB,LSTM,0.05,0.6812597721688631,0.5765352887259395,0.3946047678795483,0.4685288640595903
SKAB,LSTM,0.1,0.6805896805896806,0.5752293577981651,0.3933500627352572,0.4672131147540984
SKAB,LSTM,0.2,0.6794728612910431,0.5730027548209367,0.39146800501882056,0.4651509504286247
SKAB,GRU,0.0,0.6723252177797633,0.5538592027141646,0.4096612296110414,0.4709700685178507
SKAB,GRU,0.05,0.6707616707616708,0.5509337860780985,0.4071518193224592,0.46825396825396826
SKAB,GRU,0.1,0.6689747598838508,0.5473773265651438,0.40589711417816815,0.4661383285302594
SKAB,GRU,0.2,0.6651775742684833,0.5397489539748954,0.40464240903387705,0.4625313732520617
SKAB,CNN,0.0,0.6613803886531159,0.5314009661835749,0.41405269761606023,0.46544428772919605
SKAB,CNN,0.05,0.661827116372571,0.5322061191626409,0.41468005018820575,0.46614950634696756
SKAB,CNN,0.1,0.660040205494751,0.5288461538461539,0.41405269761606023,0.4644616467276566
SKAB,CNN,0.2,0.656913111458566,0.5233118971061094,0.4084065244667503,0.4587737843551797
SKAB,LSTM,0.0,0.6184327693677649,0.4500907441016334,0.14948764315852922,0.2244343891402715
SKAB,LSTM,0.05,0.6182101513802315,0.4490909090909091,0.14888487040385776,0.22363060208239022
SKAB,LSTM,0.1,0.6177649154051648,0.447463768115942,0.14888487040385776,0.2234283129805518
SKAB,LSTM,0.2,0.6182101513802315,0.4492753623188406,0.14948764315852922,0.22433288104929897
SKAB,GRU,0.0,0.6177649154051648,0.44569288389513106,0.14345991561181434,0.21705426356589147
SKAB,GRU,0.05,0.6175422974176313,0.44485981308411215,0.14345991561181434,0.21695533272561532
SKAB,GRU,0.1,0.6175422974176313,0.4450651769087523,0.14406268836648584,0.21766848816029144
SKAB,GRU,0.2,0.6179875333926982,0.44808743169398907,0.14828209764918626,0.22282608695652173
SKAB,CNN,0.0,0.6206589492430988,0.44755244755244755,0.11573236889692586,0.1839080459770115
SKAB,CNN,0.05,0.6182101513802315,0.4339622641509434,0.11091018685955395,0.17666826692270762
SKAB,CNN,0.1,0.6184327693677649,0.43559718969555034,0.11211573236889692,0.17833173537871524
SKAB,CNN,0.2,0.6157613535173642,0.42369020501138954,0.11211573236889692,0.1773117254528122
SKAB,LSTM,0.0,0.6570004531037608,0.6037195994277539,0.2543701024713683,0.35793044953350295
SKAB,LSTM,0.05,0.6579066606252831,0.6062767475035663,0.2561784207353828,0.3601694915254237
SKAB,LSTM,0.1,0.6588128681468056,0.6094420600858369,0.25678119349005424,0.361323155216285
SKAB,LSTM,0.2,0.659719075668328,0.6126255380200861,0.25738396624472576,0.3624787775891341
SKAB,GRU,0.0,0.6540552786588129,0.6453744493392071,0.17661241711874623,0.277330809275911
SKAB,GRU,0.05,0.6545083824195741,0.6475770925110133,0.17721518987341772,0.2782773308092759
SKAB,GRU,0.1,0.653375623017671,0.643652561247216,0.17420132610006028,0.27419354838709675
SKAB,GRU,0.2,0.6502038966923426,0.6292134831460674,0.16877637130801687,0.2661596958174905
SKAB,CNN,0.0,0.645899410965111,0.6751824817518248,0.11151295961422544,0.19141231246766685
SKAB,CNN,0.05,0.6456728590847304,0.6714801444043321,0.11211573236889692,0.1921487603305785
SKAB,CNN,0.1,0.6461259628454916,0.6750902527075813,0.11271850512356842,0.19318181818181818
SKAB,CNN,0.2,0.6449932034435886,0.6608391608391608,0.11392405063291139,0.19434447300771207
SKAB,LSTM,0.0,0.6430307046609234,0.0,0.0,0.0
SKAB,LSTM,0.05,0.6430307046609234,0.0,0.0,0.0
SKAB,LSTM,0.1,0.6430307046609234,0.0,0.0,0.0
SKAB,LSTM,0.2,0.6430307046609234,0.0,0.0,0.0
SKAB,GRU,0.0,0.6423680141373979,0.43478260869565216,0.006188118811881188,0.012202562538133009
SKAB,GRU,0.05,0.6419262204550475,0.38095238095238093,0.0049504950495049506,0.009773976786805132
SKAB,GRU,0.1,0.6417053236138723,0.35,0.004331683168316832,0.008557457212713936
SKAB,GRU,0.2,0.6419262204550475,0.391304347826087,0.005569306930693069,0.010982306284319707
SKAB,CNN,0.0,0.6430307046609234,0.0,0.0,0.0
SKAB,CNN,0.05,0.6430307046609234,0.0,0.0,0.0
SKAB,CNN,0.1,0.6430307046609234,0.0,0.0,0.0
SKAB,CNN,0.2,0.6419262204550475,0.2222222222222222,0.0012376237623762376,0.0024615384615384616
BATADAL,LSTM,0.0,0.8660170523751523,0.0,0.0,0.0
BATADAL,LSTM,0.05,0.8660170523751523,0.0,0.0,0.0
BATADAL,LSTM,0.1,0.8660170523751523,0.0,0.0,0.0
BATADAL,LSTM,0.2,0.8660170523751523,0.0,0.0,0.0
BATADAL,GRU,0.0,0.8684531059683313,1.0,0.01818181818181818,0.03571428571428571
BATADAL,GRU,0.05,0.8684531059683313,1.0,0.01818181818181818,0.03571428571428571
BATADAL,GRU,0.1,0.8684531059683313,1.0,0.01818181818181818,0.03571428571428571
BATADAL,GRU,0.2,0.8684531059683313,1.0,0.01818181818181818,0.03571428571428571
BATADAL,CNN,0.0,0.8660170523751523,0.0,0.0,0.0
BATADAL,CNN,0.05,0.8660170523751523,0.0,0.0,0.0
BATADAL,CNN,0.1,0.8660170523751523,0.0,0.0,0.0
BATADAL,CNN,0.2,0.8660170523751523,0.0,0.0,0.0
SKAB,AUTOMATA,0.0,0.6144256455921638,0.22033898305084745,0.0325,0.05664488017429194
SKAB,AUTOMATA,0.05,0.616206589492431,0.21818181818181817,0.03,0.05274725274725275
SKAB,AUTOMATA,0.1,0.616206589492431,0.21818181818181817,0.03,0.05274725274725275
SKAB,AUTOMATA,0.2,0.6197684772929652,0.2545454545454545,0.035,0.06153846153846154
SKAB,AUTOMATA,0.0,0.6285714285714286,0.275,0.02763819095477387,0.0502283105022831
SKAB,AUTOMATA,0.05,0.6267857142857143,0.2619047619047619,0.02763819095477387,0.05
SKAB,AUTOMATA,0.1,0.6267857142857143,0.2619047619047619,0.02763819095477387,0.05
SKAB,AUTOMATA,0.2,0.6267857142857143,0.2619047619047619,0.02763819095477387,0.05
SKAB,AUTOMATA,0.0,0.6236654804270463,0.30434782608695654,0.016908212560386472,0.032036613272311214
SKAB,AUTOMATA,0.05,0.6236654804270463,0.30434782608695654,0.016908212560386472,0.032036613272311214
SKAB,AUTOMATA,0.1,0.6254448398576512,0.36,0.021739130434782608,0.04100227790432802
SKAB,AUTOMATA,0.2,0.6245551601423488,0.34615384615384615,0.021739130434782608,0.04090909090909091
SKAB,AUTOMATA,0.0,0.5990950226244344,0.26666666666666666,0.03855421686746988,0.06736842105263158
SKAB,AUTOMATA,0.05,0.5981900452488688,0.2698412698412698,0.04096385542168675,0.07112970711297072
SKAB,AUTOMATA,0.1,0.5981900452488688,0.26229508196721313,0.03855421686746988,0.06722689075630252
SKAB,AUTOMATA,0.2,0.5990950226244344,0.3,0.05060240963855422,0.0865979381443299
SKAB,AUTOMATA,0.0,0.589585172109444,0.3849056603773585,0.2524752475247525,0.30493273542600896
SKAB,AUTOMATA,0.05,0.5869373345101501,0.3805970149253731,0.2524752475247525,0.30357142857142855
SKAB,AUTOMATA,0.1,0.587819947043248,0.3837638376383764,0.25742574257425743,0.30814814814814817
SKAB,AUTOMATA,0.2,0.5772285966460724,0.3786407766990291,0.2896039603960396,0.3281907433380084
BATADAL,AUTOMATA,0.0,0.7281553398058253,0.22,0.39285714285714285,0.28205128205128205
BATADAL,AUTOMATA,0.05,0.7378640776699029,0.21739130434782608,0.35714285714285715,0.2702702702702703
BATADAL,AUTOMATA,0.1,0.7378640776699029,0.21739130434782608,0.35714285714285715,0.2702702702702703
BATADAL,AUTOMATA,0.2,0.7378640776699029,0.21739130434782608,0.35714285714285715,0.2702702702702703
