dataset,model,split,seed,version,threshold,best_val_f1,best_val_precision,best_val_recall,epochs_completed,best_validation_loss,best_monitor_name,best_monitor_value,pos_weight,loss_name,test_examples,anomaly_ratio_train,anomaly_ratio_val,anomaly_ratio_test,accuracy,precision,recall,f1_score,experiment_context,context_dataset_name,context_dataset_config_valve_folders,context_dataset_config_target_column,context_dataset_config_drop_columns,context_dataset_config_group_column,context_dataset_config_split_train,context_dataset_config_split_validation,context_dataset_config_split_test,context_preprocessing_missing_data_enabled,context_preprocessing_missing_data_strategy,context_preprocessing_scaler,context_preprocessing_pca_enabled,context_preprocessing_pca_n_components,context_preprocessing_sequence_length,context_preprocessing_sequence_stride,context_preprocessing_dataset_overrides_SKAB_pca_enabled,context_preprocessing_dataset_overrides_SKAB_sequence_length,context_noise_enabled,context_noise_gaussian_mean,context_noise_gaussian_std,context_project_device,context_project_random_seeds,context_training_batch_size,context_training_epochs,context_training_early_stopping_enabled,context_training_early_stopping_patience,context_training_early_stopping_monitor,context_training_early_stopping_mode,context_training_class_imbalance_use_pos_weight,context_training_class_imbalance_pos_weight_strategy,context_training_class_imbalance_loss_name,context_training_class_imbalance_focal_gamma,context_training_class_imbalance_dataset_overrides_SKAB_use_pos_weight,context_training_class_imbalance_dataset_model_overrides,context_training_threshold_tuning_enabled,context_training_threshold_tuning_metric,context_training_threshold_tuning_beta,context_training_threshold_tuning_start,context_training_threshold_tuning_end,context_training_threshold_tuning_step,context_training_threshold_tuning_dataset_overrides_BATADAL_metric,context_training_threshold_tuning_dataset_overrides_SKAB_metric,context_training_threshold_tuning_dataset_overrides_SKAB_min_threshold,context_training_optimizer,context_automata_anomaly_threshold,context_automata_paa_window_size,context_automata_sax_alphabet_size,context_automata_sliding_window_size,context_automata_sliding_window_stride,context_automata_unseen_pattern_enabled,context_automata_unseen_pattern_method,context_automata_probability_smoothing,context_automata_probability_epsilon,context_automata_decision_score_field,context_automata_decision_fallback_quantile,context_run_family,context_run_seed,context_run_split,context_model_name,context_model_config_architecture,context_model_config_enabled,context_model_config_input_size,context_model_config_hidden_size,context_model_config_num_layers,context_model_config_dropout,context_model_config_output_size,context_model_config_learning_rate,context_model_config_input_channels,context_model_config_num_filters,context_model_config_kernel_size,context_dataset_config_train_file,context_dataset_config_normal_label_value,context_dataset_config_anomaly_label_value
SKAB,LSTM,fold_0,42,baseline_0.5_threshold,0.5,0.6804046459348071,0.908908908908909,0.5437125748502994,6,0.5219140254263496,val_loss,0.5219140254263496,1.0,bce,4459,0.38106579339089014,0.37243532560214093,0.37138371832249384,0.9217313298945952,0.9808682855040471,0.8049516908212561,0.8842454394693201,"{""automata"": {""anomaly_threshold"": 0.1, ""decision"": {""fallback_quantile"": 0.05, ""score_field"": ""average_log_probability""}, ""paa"": {""window_size"": 4}, ""probability"": {""epsilon"": 0.0001, ""smoothing"": true}, ""sax"": {""alphabet_size"": 3}, ""sliding_window"": {""size"": 4, ""stride"": 1}, ""unseen_pattern"": {""enabled"": true, ""method"": ""levenshtein""}}, ""dataset"": {""config"": {""drop_columns"": [""datetime"", ""changepoint"", ""source_group"", ""source_file""], ""group_column"": ""source_file"", ""split"": {""test"": 0.2, ""train"": 0.6, ""validation"": 0.2}, ""target_column"": ""anomaly"", ""valve_folders"": [""valve1"", ""valve2""]}, ""name"": ""SKAB""}, ""model"": {""config"": {""architecture"": ""lstm"", ""dropout"": 0.2, ""enabled"": true, ""hidden_size"": 64, ""input_size"": 1, ""learning_rate"": 0.001, ""num_layers"": 2, ""output_size"": 1}, ""name"": ""LSTM""}, ""noise"": {""enabled"": true, ""gaussian_mean"": 0.0, ""gaussian_std"": 0.05}, ""preprocessing"": {""dataset_overrides"": {""SKAB"": {""pca"": {""enabled"": false}, ""sequence_length"": 32}}, ""missing_data"": {""enabled"": true, ""strategy"": ""mean""}, ""pca"": {""enabled"": true, ""n_components"": 1}, ""scaler"": ""standard"", ""sequence_length"": 16, ""sequence_stride"": 1}, ""project"": {""device"": ""cuda"", ""random_seeds"": [42]}, ""run"": {""family"": ""DEEP"", ""seed"": 42, ""split"": ""fold_0""}, ""training"": {""batch_size"": 32, ""class_imbalance"": {""dataset_model_overrides"": [{""dataset"": ""BATADAL"", ""focal_gamma"": 2.0, ""loss_name"": ""focal"", ""model"": ""GRU""}], ""dataset_overrides"": {""SKAB"": {""use_pos_weight"": false}}, ""focal_gamma"": 2.0, ""loss_name"": ""bce"", ""pos_weight_strategy"": ""neg_pos_ratio"", ""use_pos_weight"": true}, ""early_stopping"": {""enabled"": true, ""mode"": ""min"", ""monitor"": ""val_loss"", ""patience"": 5}, ""epochs"": 50, ""optimizer"": ""adam"", ""threshold_tuning"": {""beta"": 2.0, ""dataset_overrides"": {""BATADAL"": {""metric"": ""f2""}, ""SKAB"": {""metric"": ""f1"", ""min_threshold"": 0.1}}, ""enabled"": true, ""end"": 0.99, ""metric"": ""f1"", ""start"": 0.01, ""step"": 0.01}}}",SKAB,"[""valve1"", ""valve2""]",anomaly,"[""datetime"", ""changepoint"", ""source_group"", ""source_file""]",source_file,0.6,0.2,0.2,True,mean,standard,True,1,16,1,False,32,True,0.0,0.05,cuda,[42],32,50,True,5,val_loss,min,True,neg_pos_ratio,bce,2.0,False,"[{""dataset"": ""BATADAL"", ""focal_gamma"": 2.0, ""loss_name"": ""focal"", ""model"": ""GRU""}]",True,f1,2.0,0.01,0.99,0.01,f2,f1,0.1,adam,0.1,4,3,4,1,True,levenshtein,True,0.0001,average_log_probability,0.05,DEEP,42,fold_0,LSTM,lstm,True,1.0,64.0,2.0,0.2,1,0.001,,,,,,
SKAB,LSTM,fold_0,42,tuned_threshold_weighted_loss,0.22,0.6804046459348071,0.908908908908909,0.5437125748502994,6,0.5219140254263496,val_loss,0.5219140254263496,1.0,bce,4459,0.38106579339089014,0.37243532560214093,0.37138371832249384,0.8851760484413546,0.8522167487684729,0.8357487922705314,0.8439024390243902,"{""automata"": {""anomaly_threshold"": 0.1, ""decision"": {""fallback_quantile"": 0.05, ""score_field"": ""average_log_probability""}, ""paa"": {""window_size"": 4}, ""probability"": {""epsilon"": 0.0001, ""smoothing"": true}, ""sax"": {""alphabet_size"": 3}, ""sliding_window"": {""size"": 4, ""stride"": 1}, ""unseen_pattern"": {""enabled"": true, ""method"": ""levenshtein""}}, ""dataset"": {""config"": {""drop_columns"": [""datetime"", ""changepoint"", ""source_group"", ""source_file""], ""group_column"": ""source_file"", ""split"": {""test"": 0.2, ""train"": 0.6, ""validation"": 0.2}, ""target_column"": ""anomaly"", ""valve_folders"": [""valve1"", ""valve2""]}, ""name"": ""SKAB""}, ""model"": {""config"": {""architecture"": ""lstm"", ""dropout"": 0.2, ""enabled"": true, ""hidden_size"": 64, ""input_size"": 1, ""learning_rate"": 0.001, ""num_layers"": 2, ""output_size"": 1}, ""name"": ""LSTM""}, ""noise"": {""enabled"": true, ""gaussian_mean"": 0.0, ""gaussian_std"": 0.05}, ""preprocessing"": {""dataset_overrides"": {""SKAB"": {""pca"": {""enabled"": false}, ""sequence_length"": 32}}, ""missing_data"": {""enabled"": true, ""strategy"": ""mean""}, ""pca"": {""enabled"": true, ""n_components"": 1}, ""scaler"": ""standard"", ""sequence_length"": 16, ""sequence_stride"": 1}, ""project"": {""device"": ""cuda"", ""random_seeds"": [42]}, ""run"": {""family"": ""DEEP"", ""seed"": 42, ""split"": ""fold_0""}, ""training"": {""batch_size"": 32, ""class_imbalance"": {""dataset_model_overrides"": [{""dataset"": ""BATADAL"", ""focal_gamma"": 2.0, ""loss_name"": ""focal"", ""model"": ""GRU""}], ""dataset_overrides"": {""SKAB"": {""use_pos_weight"": false}}, ""focal_gamma"": 2.0, ""loss_name"": ""bce"", ""pos_weight_strategy"": ""neg_pos_ratio"", ""use_pos_weight"": true}, ""early_stopping"": {""enabled"": true, ""mode"": ""min"", ""monitor"": ""val_loss"", ""patience"": 5}, ""epochs"": 50, ""optimizer"": ""adam"", ""threshold_tuning"": {""beta"": 2.0, ""dataset_overrides"": {""BATADAL"": {""metric"": ""f2""}, ""SKAB"": {""metric"": ""f1"", ""min_threshold"": 0.1}}, ""enabled"": true, ""end"": 0.99, ""metric"": ""f1"", ""start"": 0.01, ""step"": 0.01}}}",SKAB,"[""valve1"", ""valve2""]",anomaly,"[""datetime"", ""changepoint"", ""source_group"", ""source_file""]",source_file,0.6,0.2,0.2,True,mean,standard,True,1,16,1,False,32,True,0.0,0.05,cuda,[42],32,50,True,5,val_loss,min,True,neg_pos_ratio,bce,2.0,False,"[{""dataset"": ""BATADAL"", ""focal_gamma"": 2.0, ""loss_name"": ""focal"", ""model"": ""GRU""}]",True,f1,2.0,0.01,0.99,0.01,f2,f1,0.1,adam,0.1,4,3,4,1,True,levenshtein,True,0.0001,average_log_probability,0.05,DEEP,42,fold_0,LSTM,lstm,True,1.0,64.0,2.0,0.2,1,0.001,,,,,,
SKAB,GRU,fold_0,42,baseline_0.5_threshold,0.5,0.803105151729005,0.9776632302405498,0.681437125748503,11,0.4867794028752094,val_loss,0.4867794028752094,1.0,bce,4459,0.38106579339089014,0.37243532560214093,0.37138371832249384,0.8833819241982507,0.8313885647607935,0.8605072463768116,0.8456973293768546,"{""automata"": {""anomaly_threshold"": 0.1, ""decision"": {""fallback_quantile"": 0.05, ""score_field"": ""average_log_probability""}, ""paa"": {""window_size"": 4}, ""probability"": {""epsilon"": 0.0001, ""smoothing"": true}, ""sax"": {""alphabet_size"": 3}, ""sliding_window"": {""size"": 4, ""stride"": 1}, ""unseen_pattern"": {""enabled"": true, ""method"": ""levenshtein""}}, ""dataset"": {""config"": {""drop_columns"": [""datetime"", ""changepoint"", ""source_group"", ""source_file""], ""group_column"": ""source_file"", ""split"": {""test"": 0.2, ""train"": 0.6, ""validation"": 0.2}, ""target_column"": ""anomaly"", ""valve_folders"": [""valve1"", ""valve2""]}, ""name"": ""SKAB""}, ""model"": {""config"": {""architecture"": ""gru"", ""dropout"": 0.2, ""enabled"": true, ""hidden_size"": 64, ""input_size"": 1, ""learning_rate"": 0.001, ""num_layers"": 2, ""output_size"": 1}, ""name"": ""GRU""}, ""noise"": {""enabled"": true, ""gaussian_mean"": 0.0, ""gaussian_std"": 0.05}, ""preprocessing"": {""dataset_overrides"": {""SKAB"": {""pca"": {""enabled"": false}, ""sequence_length"": 32}}, ""missing_data"": {""enabled"": true, ""strategy"": ""mean""}, ""pca"": {""enabled"": true, ""n_components"": 1}, ""scaler"": ""standard"", ""sequence_length"": 16, ""sequence_stride"": 1}, ""project"": {""device"": ""cuda"", ""random_seeds"": [42]}, ""run"": {""family"": ""DEEP"", ""seed"": 42, ""split"": ""fold_0""}, ""training"": {""batch_size"": 32, ""class_imbalance"": {""dataset_model_overrides"": [{""dataset"": ""BATADAL"", ""focal_gamma"": 2.0, ""loss_name"": ""focal"", ""model"": ""GRU""}], ""dataset_overrides"": {""SKAB"": {""use_pos_weight"": false}}, ""focal_gamma"": 2.0, ""loss_name"": ""bce"", ""pos_weight_strategy"": ""neg_pos_ratio"", ""use_pos_weight"": true}, ""early_stopping"": {""enabled"": true, ""mode"": ""min"", ""monitor"": ""val_loss"", ""patience"": 5}, ""epochs"": 50, ""optimizer"": ""adam"", ""threshold_tuning"": {""beta"": 2.0, ""dataset_overrides"": {""BATADAL"": {""metric"": ""f2""}, ""SKAB"": {""metric"": ""f1"", ""min_threshold"": 0.1}}, ""enabled"": true, ""end"": 0.99, ""metric"": ""f1"", ""start"": 0.01, ""step"": 0.01}}}",SKAB,"[""valve1"", ""valve2""]",anomaly,"[""datetime"", ""changepoint"", ""source_group"", ""source_file""]",source_file,0.6,0.2,0.2,True,mean,standard,True,1,16,1,False,32,True,0.0,0.05,cuda,[42],32,50,True,5,val_loss,min,True,neg_pos_ratio,bce,2.0,False,"[{""dataset"": ""BATADAL"", ""focal_gamma"": 2.0, ""loss_name"": ""focal"", ""model"": ""GRU""}]",True,f1,2.0,0.01,0.99,0.01,f2,f1,0.1,adam,0.1,4,3,4,1,True,levenshtein,True,0.0001,average_log_probability,0.05,DEEP,42,fold_0,GRU,gru,True,1.0,64.0,2.0,0.2,1,0.001,,,,,,
SKAB,GRU,fold_0,42,tuned_threshold_weighted_loss,0.42,0.803105151729005,0.9776632302405498,0.681437125748503,11,0.4867794028752094,val_loss,0.4867794028752094,1.0,bce,4459,0.38106579339089014,0.37243532560214093,0.37138371832249384,0.8793451446512671,0.8216340621403913,0.8623188405797102,0.8414849734826164,"{""automata"": {""anomaly_threshold"": 0.1, ""decision"": {""fallback_quantile"": 0.05, ""score_field"": ""average_log_probability""}, ""paa"": {""window_size"": 4}, ""probability"": {""epsilon"": 0.0001, ""smoothing"": true}, ""sax"": {""alphabet_size"": 3}, ""sliding_window"": {""size"": 4, ""stride"": 1}, ""unseen_pattern"": {""enabled"": true, ""method"": ""levenshtein""}}, ""dataset"": {""config"": {""drop_columns"": [""datetime"", ""changepoint"", ""source_group"", ""source_file""], ""group_column"": ""source_file"", ""split"": {""test"": 0.2, ""train"": 0.6, ""validation"": 0.2}, ""target_column"": ""anomaly"", ""valve_folders"": [""valve1"", ""valve2""]}, ""name"": ""SKAB""}, ""model"": {""config"": {""architecture"": ""gru"", ""dropout"": 0.2, ""enabled"": true, ""hidden_size"": 64, ""input_size"": 1, ""learning_rate"": 0.001, ""num_layers"": 2, ""output_size"": 1}, ""name"": ""GRU""}, ""noise"": {""enabled"": true, ""gaussian_mean"": 0.0, ""gaussian_std"": 0.05}, ""preprocessing"": {""dataset_overrides"": {""SKAB"": {""pca"": {""enabled"": false}, ""sequence_length"": 32}}, ""missing_data"": {""enabled"": true, ""strategy"": ""mean""}, ""pca"": {""enabled"": true, ""n_components"": 1}, ""scaler"": ""standard"", ""sequence_length"": 16, ""sequence_stride"": 1}, ""project"": {""device"": ""cuda"", ""random_seeds"": [42]}, ""run"": {""family"": ""DEEP"", ""seed"": 42, ""split"": ""fold_0""}, ""training"": {""batch_size"": 32, ""class_imbalance"": {""dataset_model_overrides"": [{""dataset"": ""BATADAL"", ""focal_gamma"": 2.0, ""loss_name"": ""focal"", ""model"": ""GRU""}], ""dataset_overrides"": {""SKAB"": {""use_pos_weight"": false}}, ""focal_gamma"": 2.0, ""loss_name"": ""bce"", ""pos_weight_strategy"": ""neg_pos_ratio"", ""use_pos_weight"": true}, ""early_stopping"": {""enabled"": true, ""mode"": ""min"", ""monitor"": ""val_loss"", ""patience"": 5}, ""epochs"": 50, ""optimizer"": ""adam"", ""threshold_tuning"": {""beta"": 2.0, ""dataset_overrides"": {""BATADAL"": {""metric"": ""f2""}, ""SKAB"": {""metric"": ""f1"", ""min_threshold"": 0.1}}, ""enabled"": true, ""end"": 0.99, ""metric"": ""f1"", ""start"": 0.01, ""step"": 0.01}}}",SKAB,"[""valve1"", ""valve2""]",anomaly,"[""datetime"", ""changepoint"", ""source_group"", ""source_file""]",source_file,0.6,0.2,0.2,True,mean,standard,True,1,16,1,False,32,True,0.0,0.05,cuda,[42],32,50,True,5,val_loss,min,True,neg_pos_ratio,bce,2.0,False,"[{""dataset"": ""BATADAL"", ""focal_gamma"": 2.0, ""loss_name"": ""focal"", ""model"": ""GRU""}]",True,f1,2.0,0.01,0.99,0.01,f2,f1,0.1,adam,0.1,4,3,4,1,True,levenshtein,True,0.0001,average_log_probability,0.05,DEEP,42,fold_0,GRU,gru,True,1.0,64.0,2.0,0.2,1,0.001,,,,,,
SKAB,CNN,fold_0,42,baseline_0.5_threshold,0.5,0.786493860845839,0.9136291600633915,0.6904191616766467,6,0.4547647707159666,val_loss,0.4547647707159666,1.0,bce,4459,0.38106579339089014,0.37243532560214093,0.37138371832249384,0.902220228750841,0.9332386363636364,0.7934782608695652,0.8577023498694517,"{""automata"": {""anomaly_threshold"": 0.1, ""decision"": {""fallback_quantile"": 0.05, ""score_field"": ""average_log_probability""}, ""paa"": {""window_size"": 4}, ""probability"": {""epsilon"": 0.0001, ""smoothing"": true}, ""sax"": {""alphabet_size"": 3}, ""sliding_window"": {""size"": 4, ""stride"": 1}, ""unseen_pattern"": {""enabled"": true, ""method"": ""levenshtein""}}, ""dataset"": {""config"": {""drop_columns"": [""datetime"", ""changepoint"", ""source_group"", ""source_file""], ""group_column"": ""source_file"", ""split"": {""test"": 0.2, ""train"": 0.6, ""validation"": 0.2}, ""target_column"": ""anomaly"", ""valve_folders"": [""valve1"", ""valve2""]}, ""name"": ""SKAB""}, ""model"": {""config"": {""architecture"": ""cnn"", ""dropout"": 0.2, ""enabled"": true, ""input_channels"": 1, ""kernel_size"": 3, ""learning_rate"": 0.001, ""num_filters"": 64, ""output_size"": 1}, ""name"": ""CNN""}, ""noise"": {""enabled"": true, ""gaussian_mean"": 0.0, ""gaussian_std"": 0.05}, ""preprocessing"": {""dataset_overrides"": {""SKAB"": {""pca"": {""enabled"": false}, ""sequence_length"": 32}}, ""missing_data"": {""enabled"": true, ""strategy"": ""mean""}, ""pca"": {""enabled"": true, ""n_components"": 1}, ""scaler"": ""standard"", ""sequence_length"": 16, ""sequence_stride"": 1}, ""project"": {""device"": ""cuda"", ""random_seeds"": [42]}, ""run"": {""family"": ""DEEP"", ""seed"": 42, ""split"": ""fold_0""}, ""training"": {""batch_size"": 32, ""class_imbalance"": {""dataset_model_overrides"": [{""dataset"": ""BATADAL"", ""focal_gamma"": 2.0, ""loss_name"": ""focal"", ""model"": ""GRU""}], ""dataset_overrides"": {""SKAB"": {""use_pos_weight"": false}}, ""focal_gamma"": 2.0, ""loss_name"": ""bce"", ""pos_weight_strategy"": ""neg_pos_ratio"", ""use_pos_weight"": true}, ""early_stopping"": {""enabled"": true, ""mode"": ""min"", ""monitor"": ""val_loss"", ""patience"": 5}, ""epochs"": 50, ""optimizer"": ""adam"", ""threshold_tuning"": {""beta"": 2.0, ""dataset_overrides"": {""BATADAL"": {""metric"": ""f2""}, ""SKAB"": {""metric"": ""f1"", ""min_threshold"": 0.1}}, ""enabled"": true, ""end"": 0.99, ""metric"": ""f1"", ""start"": 0.01, ""step"": 0.01}}}",SKAB,"[""valve1"", ""valve2""]",anomaly,"[""datetime"", ""changepoint"", ""source_group"", ""source_file""]",source_file,0.6,0.2,0.2,True,mean,standard,True,1,16,1,False,32,True,0.0,0.05,cuda,[42],32,50,True,5,val_loss,min,True,neg_pos_ratio,bce,2.0,False,"[{""dataset"": ""BATADAL"", ""focal_gamma"": 2.0, ""loss_name"": ""focal"", ""model"": ""GRU""}]",True,f1,2.0,0.01,0.99,0.01,f2,f1,0.1,adam,0.1,4,3,4,1,True,levenshtein,True,0.0001,average_log_probability,0.05,DEEP,42,fold_0,CNN,cnn,True,,,,0.2,1,0.001,1.0,64.0,3.0,,,
SKAB,CNN,fold_0,42,tuned_threshold_weighted_loss,0.27,0.786493860845839,0.9136291600633915,0.6904191616766467,6,0.4547647707159666,val_loss,0.4547647707159666,1.0,bce,4459,0.38106579339089014,0.37243532560214093,0.37138371832249384,0.8957165283695896,0.8646662584200857,0.8526570048309179,0.8586196412283369,"{""automata"": {""anomaly_threshold"": 0.1, ""decision"": {""fallback_quantile"": 0.05, ""score_field"": ""average_log_probability""}, ""paa"": {""window_size"": 4}, ""probability"": {""epsilon"": 0.0001, ""smoothing"": true}, ""sax"": {""alphabet_size"": 3}, ""sliding_window"": {""size"": 4, ""stride"": 1}, ""unseen_pattern"": {""enabled"": true, ""method"": ""levenshtein""}}, ""dataset"": {""config"": {""drop_columns"": [""datetime"", ""changepoint"", ""source_group"", ""source_file""], ""group_column"": ""source_file"", ""split"": {""test"": 0.2, ""train"": 0.6, ""validation"": 0.2}, ""target_column"": ""anomaly"", ""valve_folders"": [""valve1"", ""valve2""]}, ""name"": ""SKAB""}, ""model"": {""config"": {""architecture"": ""cnn"", ""dropout"": 0.2, ""enabled"": true, ""input_channels"": 1, ""kernel_size"": 3, ""learning_rate"": 0.001, ""num_filters"": 64, ""output_size"": 1}, ""name"": ""CNN""}, ""noise"": {""enabled"": true, ""gaussian_mean"": 0.0, ""gaussian_std"": 0.05}, ""preprocessing"": {""dataset_overrides"": {""SKAB"": {""pca"": {""enabled"": false}, ""sequence_length"": 32}}, ""missing_data"": {""enabled"": true, ""strategy"": ""mean""}, ""pca"": {""enabled"": true, ""n_components"": 1}, ""scaler"": ""standard"", ""sequence_length"": 16, ""sequence_stride"": 1}, ""project"": {""device"": ""cuda"", ""random_seeds"": [42]}, ""run"": {""family"": ""DEEP"", ""seed"": 42, ""split"": ""fold_0""}, ""training"": {""batch_size"": 32, ""class_imbalance"": {""dataset_model_overrides"": [{""dataset"": ""BATADAL"", ""focal_gamma"": 2.0, ""loss_name"": ""focal"", ""model"": ""GRU""}], ""dataset_overrides"": {""SKAB"": {""use_pos_weight"": false}}, ""focal_gamma"": 2.0, ""loss_name"": ""bce"", ""pos_weight_strategy"": ""neg_pos_ratio"", ""use_pos_weight"": true}, ""early_stopping"": {""enabled"": true, ""mode"": ""min"", ""monitor"": ""val_loss"", ""patience"": 5}, ""epochs"": 50, ""optimizer"": ""adam"", ""threshold_tuning"": {""beta"": 2.0, ""dataset_overrides"": {""BATADAL"": {""metric"": ""f2""}, ""SKAB"": {""metric"": ""f1"", ""min_threshold"": 0.1}}, ""enabled"": true, ""end"": 0.99, ""metric"": ""f1"", ""start"": 0.01, ""step"": 0.01}}}",SKAB,"[""valve1"", ""valve2""]",anomaly,"[""datetime"", ""changepoint"", ""source_group"", ""source_file""]",source_file,0.6,0.2,0.2,True,mean,standard,True,1,16,1,False,32,True,0.0,0.05,cuda,[42],32,50,True,5,val_loss,min,True,neg_pos_ratio,bce,2.0,False,"[{""dataset"": ""BATADAL"", ""focal_gamma"": 2.0, ""loss_name"": ""focal"", ""model"": ""GRU""}]",True,f1,2.0,0.01,0.99,0.01,f2,f1,0.1,adam,0.1,4,3,4,1,True,levenshtein,True,0.0001,average_log_probability,0.05,DEEP,42,fold_0,CNN,cnn,True,,,,0.2,1,0.001,1.0,64.0,3.0,,,
SKAB,LSTM,fold_1,42,baseline_0.5_threshold,0.5,0.8909574468085106,0.995049504950495,0.8065810593900482,11,0.25103507177135126,val_loss,0.25103507177135126,1.0,bce,4475,0.38054314197318667,0.37094373325394464,0.37206703910614525,0.8846927374301676,0.8832555036691128,0.7951951951951952,0.8369152970922883,"{""automata"": {""anomaly_threshold"": 0.1, ""decision"": {""fallback_quantile"": 0.05, ""score_field"": ""average_log_probability""}, ""paa"": {""window_size"": 4}, ""probability"": {""epsilon"": 0.0001, ""smoothing"": true}, ""sax"": {""alphabet_size"": 3}, ""sliding_window"": {""size"": 4, ""stride"": 1}, ""unseen_pattern"": {""enabled"": true, ""method"": ""levenshtein""}}, ""dataset"": {""config"": {""drop_columns"": [""datetime"", ""changepoint"", ""source_group"", ""source_file""], ""group_column"": ""source_file"", ""split"": {""test"": 0.2, ""train"": 0.6, ""validation"": 0.2}, ""target_column"": ""anomaly"", ""valve_folders"": [""valve1"", ""valve2""]}, ""name"": ""SKAB""}, ""model"": {""config"": {""architecture"": ""lstm"", ""dropout"": 0.2, ""enabled"": true, ""hidden_size"": 64, ""input_size"": 1, ""learning_rate"": 0.001, ""num_layers"": 2, ""output_size"": 1}, ""name"": ""LSTM""}, ""noise"": {""enabled"": true, ""gaussian_mean"": 0.0, ""gaussian_std"": 0.05}, ""preprocessing"": {""dataset_overrides"": {""SKAB"": {""pca"": {""enabled"": false}, ""sequence_length"": 32}}, ""missing_data"": {""enabled"": true, ""strategy"": ""mean""}, ""pca"": {""enabled"": true, ""n_components"": 1}, ""scaler"": ""standard"", ""sequence_length"": 16, ""sequence_stride"": 1}, ""project"": {""device"": ""cuda"", ""random_seeds"": [42]}, ""run"": {""family"": ""DEEP"", ""seed"": 42, ""split"": ""fold_1""}, ""training"": {""batch_size"": 32, ""class_imbalance"": {""dataset_model_overrides"": [{""dataset"": ""BATADAL"", ""focal_gamma"": 2.0, ""loss_name"": ""focal"", ""model"": ""GRU""}], ""dataset_overrides"": {""SKAB"": {""use_pos_weight"": false}}, ""focal_gamma"": 2.0, ""loss_name"": ""bce"", ""pos_weight_strategy"": ""neg_pos_ratio"", ""use_pos_weight"": true}, ""early_stopping"": {""enabled"": true, ""mode"": ""min"", ""monitor"": ""val_loss"", ""patience"": 5}, ""epochs"": 50, ""optimizer"": ""adam"", ""threshold_tuning"": {""beta"": 2.0, ""dataset_overrides"": {""BATADAL"": {""metric"": ""f2""}, ""SKAB"": {""metric"": ""f1"", ""min_threshold"": 0.1}}, ""enabled"": true, ""end"": 0.99, ""metric"": ""f1"", ""start"": 0.01, ""step"": 0.01}}}",SKAB,"[""valve1"", ""valve2""]",anomaly,"[""datetime"", ""changepoint"", ""source_group"", ""source_file""]",source_file,0.6,0.2,0.2,True,mean,standard,True,1,16,1,False,32,True,0.0,0.05,cuda,[42],32,50,True,5,val_loss,min,True,neg_pos_ratio,bce,2.0,False,"[{""dataset"": ""BATADAL"", ""focal_gamma"": 2.0, ""loss_name"": ""focal"", ""model"": ""GRU""}]",True,f1,2.0,0.01,0.99,0.01,f2,f1,0.1,adam,0.1,4,3,4,1,True,levenshtein,True,0.0001,average_log_probability,0.05,DEEP,42,fold_1,LSTM,lstm,True,1.0,64.0,2.0,0.2,1,0.001,,,,,,
