dataset,split,window_size,alphabet_size,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,f1_score_mean,f1_score_std,f1_score_min,f1_score_max,state_count_mean,state_count_std,state_count_min,state_count_max,transition_count_mean,transition_count_std,transition_count_min,transition_count_max,transition_sources_mean,transition_sources_std,transition_sources_min,transition_sources_max,transition_density_mean,transition_density_std,transition_density_min,transition_density_max,unseen_examples_mean,unseen_examples_std,unseen_examples_min,unseen_examples_max
SKAB,fold_1,4,6,0.6203454339731379,0.020237560238995072,0.5914362176628011,0.6420302760463046,0.30351166653053446,0.10141569268687232,0.2169811320754717,0.45454545454545453,0.03763819095477387,0.015335023241084473,0.025,0.05778894472361809,0.06461122389772292,0.021550509098692428,0.04672897196261682,0.09126984126984126,131.0,13.820274961085252,116,151,252.2,30.597385509222843,222,297,131.0,13.820274961085252,116,151,0.014794961034755957,0.0014235389742640605,0.013025744484891013,0.016795481569560046,11.0,7.516648189186454,1,18
SKAB,fold_1,5,3,0.6250047273106532,0.006023835559219629,0.6169265033407573,0.6324022346368715,0.2658744588744589,0.08934814241508111,0.16,0.375,0.01658145250558151,0.004151352873063353,0.012232415902140673,0.021538461538461538,0.03118011949935349,0.00789208511465623,0.022727272727272728,0.040345821325648415,72.2,4.494441010848846,66,77,128.4,11.193748255164577,114,141,72.2,4.494441010848846,66,77,0.024651555261565632,0.0010836127310462705,0.023545706371191136,0.026170798898071626,1.4,1.9493588689617927,0,4
SKAB,fold_1,5,4,0.5966345540227207,0.014454298591413721,0.5798882681564246,0.6158129175946548,0.1648207056101793,0.06712736739508558,0.1076923076923077,0.275,0.02577643658006128,0.009073782606244063,0.012269938650306749,0.03374233128834356,0.04427800166149459,0.015465058805714315,0.0221606648199446,0.05994550408719346,114.8,2.1679483388678813,112,117,195.4,5.128352561983234,190,202,114.8,2.1679483388678813,112,117,0.014828344733716081,0.00024476587477726785,0.014537219665424794,0.015146683673469387,10.4,6.348228099241551,4,18
SKAB,fold_1,5,5,0.6124989744119617,0.008327552994817095,0.6033519553072626,0.6231884057971014,0.2746060330912026,0.07429671246726689,0.16666666666666666,0.3728813559322034,0.04605019677795048,0.022042640523937847,0.009202453987730062,0.06748466257668712,0.07819332979045682,0.03644427831146363,0.01744186046511628,0.11428571428571428,163.0,11.090536506409418,151,180,284.4,17.357995275952806,271,313,163.0,11.090536506409418,151,180,0.01075398057455342,0.0008426636652773602,0.009660493827160494,0.011929301346432174,11.4,5.9833101206606365,4,17
SKAB,fold_1,5,6,0.6010911299628352,0.02134129453637126,0.5754189944134078,0.6258351893095768,0.2523811804774344,0.09236128489600773,0.16666666666666666,0.3902439024390244,0.04973118991850348,0.02793896411033218,0.012269938650306749,0.07692307692307693,0.08081574269620012,0.04158564458616611,0.022922636103151862,0.12165450121654502,225.8,25.18332781822133,200,268,382.6,36.841552627434154,343,443,225.8,25.18332781822133,200,268,0.007591827928949727,0.0008818349139947937,0.006167854756070394,0.008575,23.4,10.454664030948102,12,35
SKAB,fold_1,6,3,0.6122466776211479,0.009926349646403185,0.5994623655913979,0.6263440860215054,0.2823524328061533,0.13065024326080052,0.1724137931034483,0.5,0.024414090847137956,0.014731704790972085,0.014285714285714285,0.050359712230215826,0.044847939955033896,0.026521169528195058,0.026578073089700997,0.0915032679738562,127.2,10.35374328443583,110,136,207.6,15.485477067239483,183,221,127.2,10.35374328443583,110,136,0.012920618942056584,0.0012821956434652354,0.011948529411764705,0.015123966942148761,3.4,2.701851217221259,0,6
SKAB,fold_1,6,4,0.5722051659027356,0.025453929272168867,0.5483870967741935,0.6058981233243967,0.15339302274786146,0.08925331031612463,0.08571428571428572,0.3055555555555556,0.028681773475229034,0.013130315437126339,0.010752688172043012,0.043010752688172046,0.04750416223054048,0.02149574214591082,0.01935483870967742,0.06962025316455696,190.0,8.860022573334676,178,199,296.2,14.21970463828275,280,314,190.0,8.860022573334676,178,199,0.008220319397177761,0.0004201845041199578,0.007777581374207722,0.00883726802171443,20.2,14.237275020171522,5,39
SKAB,fold_1,6,5,0.5888675084320678,0.016823067970599972,0.5766129032258065,0.6179624664879356,0.3283049836342519,0.05201901533586853,0.2875,0.4166666666666667,0.08536184876983206,0.021691908290189608,0.053763440860215055,0.11469534050179211,0.1331969012896649,0.026373855930217398,0.09523809523809523,0.16886543535620052,266.4,10.990905331227264,254,282,415.0,17.0,392,439,266.4,10.990905331227264,254,282,0.005856496739712534,0.00026672360389271677,0.005520346059051356,0.006159485607836067,26.2,13.461054936371072,7,37
SKAB,fold_1,6,6,0.5867140880394361,0.02526097858721183,0.553763440860215,0.6112600536193029,0.3226268949513907,0.06069514227743655,0.26548672566371684,0.4,0.08683928433290235,0.02954345445341287,0.043010752688172046,0.11510791366906475,0.13369357969617973,0.036940686128729236,0.07453416149068323,0.165374677002584,349.4,27.079512551004306,332,397,538.4,36.03193028412439,510,601,349.4,27.079512551004306,332,397,0.004434864586602042,0.00035501459914895914,0.0038132340158239693,0.004661336010613503,33.2,20.166804407243106,11,60
SKAB,fold_2,3,3,0.6261159227181878,0.0015905844618672102,0.6242504996668887,0.6282478347768155,0.3172073417986197,0.029170672270640845,0.2916666666666667,0.3561643835616438,0.030202578268876613,0.010137280990440431,0.02394106813996317,0.04788213627992634,0.054938363026222584,0.01696769476632697,0.044293015332197615,0.08441558441558442,22.6,2.302172886644268,19,25,45.4,5.029910535983717,37,50,22.6,2.302172886644268,19,25,0.08956054874033012,0.009153051163543893,0.08,0.10249307479224377,0.2,0.4472135954999579,0,1
SKAB,fold_2,3,4,0.6319786808794137,0.0012102533061015943,0.6302465023317788,0.6335776149233844,0.2181699346405229,0.03756436087679865,0.16666666666666666,0.26666666666666666,0.0066298342541436465,0.0010086971593096985,0.0055248618784530384,0.007366482504604052,0.012866151348124782,0.0019558651588319027,0.0106951871657754,0.014336917562724014,38.8,1.643167672515498,37,41,80.4,4.615192303685729,75,86,38.8,1.643167672515498,37,41,0.053539391551509975,0.004085752297005369,0.04759071980963712,0.05817174515235457,0.6,0.5477225575051661,0,1
SKAB,fold_2,3,5,0.6355762824783477,0.0023554523024202126,0.631578947368421,0.6375749500333111,0.32255793226381463,0.18711789664325018,0.0,0.48484848484848486,0.014732965009208104,0.011352511976001798,0.0,0.029465930018416207,0.028024458232053455,0.021289529684469465,0.0,0.05555555555555555,53.0,2.9154759474226504,49,57,120.0,11.090536506409416,105,135,53.0,2.9154759474226504,49,57,0.04275293799483374,0.0028284722924949604,0.03847337642351493,0.046296296296296294,2.0,0.0,2,2
SKAB,fold_2,3,6,0.6389073950699533,0.0016319052250388258,0.6375749500333111,0.6415722851432378,0.5222749969553038,0.06002945402161809,0.47058823529411764,0.6190476190476191,0.019152854511970536,0.0038188658109259152,0.014732965009208104,0.02394106813996317,0.03693784091393668,0.00724087835366417,0.02857142857142857,0.04609929078014184,81.2,5.890670590009256,72,88,188.2,17.137677789012145,163,210,81.2,5.890670590009256,72,88,0.02862239372597584,0.0019450973768194585,0.026785714285714284,0.0314429012345679,1.4,1.3416407864998738,0,3
SKAB,fold_2,4,3,0.6211743772241993,0.0029774378168472893,0.6174377224199288,0.6245551601423488,0.33785757720540327,0.03253294784069763,0.30434782608695654,0.38461538461538464,0.030917874396135265,0.011759093183225204,0.016908212560386472,0.04830917874396135,0.05630529711356721,0.020047366278884943,0.032036613272311214,0.08583690987124463,38.6,2.5099800796022267,35,41,72.0,4.242640687119285,66,77,38.6,2.5099800796022267,35,41,0.04852757375944457,0.003610737680399502,0.044616299821534804,0.053877551020408164,0.6,1.3416407864998738,0,3
SKAB,fold_2,4,4,0.6243772241992882,0.0022152846259766703,0.6227758007117438,0.6281138790035588,0.2632938076416337,0.056007950078534374,0.16666666666666666,0.30434782608695654,0.011594202898550725,0.0052365901905021255,0.004830917874396135,0.016908212560386472,0.0221246199179346,0.009776114674991213,0.009389671361502348,0.032036613272311214,64.2,3.4205262752974126,59,68,127.0,6.2449979983984,116,131,64.2,3.4205262752974126,59,68,0.030906114812972767,0.0020098360837854964,0.028114186851211073,0.03332375754093651,0.8,1.0954451150103324,0,2
