dataset,split,window_size,alphabet_size,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,f1_score_mean,f1_score_std,f1_score_min,f1_score_max,state_count_mean,state_count_std,state_count_min,state_count_max,transition_count_mean,transition_count_std,transition_count_min,transition_count_max,transition_sources_mean,transition_sources_std,transition_sources_min,transition_sources_max,transition_density_mean,transition_density_std,transition_density_min,transition_density_max,unseen_examples_mean,unseen_examples_std,unseen_examples_min,unseen_examples_max
SKAB,fold_2,4,5,0.6234875444839858,0.0031075176506357364,0.6201067615658363,0.6272241992882562,0.35656517659877124,0.008130491281292774,0.35,0.3684210526315789,0.02753623188405797,0.010473180381004253,0.016908212560386472,0.04106280193236715,0.05072853486695955,0.01806576110942725,0.03225806451612903,0.0737527114967462,109.0,5.61248608016091,102,115,208.0,13.98213145410956,191,220,109.0,5.61248608016091,102,115,0.017524159342871548,0.0007255510509609214,0.0166351606805293,0.01835832372164552,2.2,0.8366600265340756,1,3
SKAB,fold_2,4,6,0.6243772241992882,0.004807564443454199,0.6192170818505338,0.6316725978647687,0.3409335947071796,0.1052729908015294,0.25,0.5,0.02318840579710145,0.016257312725085838,0.00966183574879227,0.050724637681159424,0.04278148843794432,0.0281555649765873,0.018691588785046728,0.08993576017130621,156.2,13.754999091239522,134,168,305.2,28.99482712485109,268,335,156.2,13.754999091239522,134,168,0.012598120865093662,0.0013438057394986457,0.011585884353741497,0.014925373134328358,2.8,0.447213595499958,2,3
SKAB,fold_2,5,3,0.6162583518930957,0.0014940320562359514,0.6146993318485523,0.6180400890868597,0.4169010989010989,0.019822055879437063,0.39285714285714285,0.44,0.033529411764705884,0.0016109486985446053,0.03235294117647059,0.03529411764705882,0.06204962541701818,0.0027394125562059113,0.059782608695652176,0.06521739130434782,69.6,4.393176527297757,63,74,120.8,9.20326029187483,106,130,69.6,4.393176527297757,63,74,0.025012726990285845,0.0018330366412760799,0.023009495982468955,0.02670697908793147,2.4,1.3416407864998738,0,3
SKAB,fold_2,5,4,0.6102449888641426,0.0007874240325017551,0.60913140311804,0.611358574610245,0.2204184704184704,0.08078955801934641,0.08333333333333333,0.2857142857142857,0.012941176470588234,0.006098953339214036,0.0029411764705882353,0.01764705882352941,0.02442383728449357,0.011403854681106117,0.005681818181818182,0.0332409972299169,126.6,6.348228099241554,121,137,221.6,9.289779329994872,206,230,126.6,6.348228099241554,121,137,0.013871834632464507,0.0009725131419581124,0.01225424902765198,0.014633194588969823,3.2,0.4472135954999579,3,4
SKAB,fold_2,5,5,0.6082405345211581,0.004045857934205982,0.6035634743875279,0.6146993318485523,0.2868886743886744,0.052073117690477344,0.21428571428571427,0.3333333333333333,0.023529411764705882,0.00831890330807703,0.01764705882352941,0.03529411764705882,0.04330384000112571,0.014497964525290827,0.03260869565217391,0.0636604774535809,187.2,11.211601134539167,168,196,319.0,15.82719179134441,298,339,187.2,11.211601134539167,168,196,0.009149175702262086,0.000822863977116684,0.008433985839233653,0.010558390022675737,3.0,1.7320508075688774,0,4
SKAB,fold_2,5,6,0.6118040089086859,0.0027950780396461547,0.6080178173719376,0.6158129175946548,0.29967379504329295,0.062399931854920335,0.21428571428571427,0.36363636363636365,0.021764705882352943,0.014793854517599167,0.008823529411764706,0.047058823529411764,0.040063715514029555,0.025492334669428185,0.01694915254237288,0.08333333333333333,268.6,16.592166826548006,251,289,445.8,23.306651411131543,424,484,268.6,16.592166826548006,251,289,0.0062081352212756385,0.0005121997177433604,0.0057605338268451305,0.006841161251408708,3.4,1.51657508881031,1,5
SKAB,fold_2,6,3,0.601338688085676,0.0025750179466762016,0.5983935742971888,0.6050870147255689,0.34165963296398083,0.05329866337404685,0.2857142857142857,0.40540540540540543,0.03103448275862069,0.012191496227354267,0.020689655172413793,0.05172413793103448,0.05666820435078355,0.0208178388048046,0.03858520900321544,0.09174311926605505,114.4,11.928956366757319,96,125,185.6,20.67123605399542,156,205,114.4,11.928956366757319,96,125,0.014302402838209178,0.0015598437152298283,0.013056,0.016927083333333332,4.8,1.3038404810405297,4,7
SKAB,fold_2,6,4,0.6053547523427041,0.0033333064519380645,0.5997322623828648,0.607764390896921,0.35820962663067923,0.06172800450892683,0.2631578947368421,0.42105263157894735,0.020689655172413793,0.004876598490941708,0.017241379310344827,0.027586206896551724,0.03907742517049732,0.00899413801484743,0.032362459546925564,0.05177993527508091,206.6,19.346834366376324,176,225,327.2,31.570555902612806,276,359,206.6,19.346834366376324,176,225,0.007720873897758258,0.0007597089669225632,0.007022788231199197,0.008910123966942149,4.2,2.3874672772626644,0,6
SKAB,fold_2,6,5,0.6016064257028113,0.011769801681570704,0.5903614457831325,0.6184738955823293,0.3976196352666941,0.13134831990041748,0.3,0.6,0.041379310344827586,0.006451133425472312,0.034482758620689655,0.05172413793103448,0.07474709485316793,0.012617637559624043,0.06191950464396285,0.09523809523809523,288.0,13.564659966250536,266,300,441.6,10.285912696499032,427,452,287.8,13.386560424545207,266,300,0.005345542036545454,0.00042355193609321204,0.004966666666666667,0.006034823901859913,3.8,1.0954451150103321,2,5
SKAB,fold_2,6,6,0.6101740294511379,0.00616378282903424,0.6037483266398929,0.6198125836680054,0.4834902597402597,0.061709550769564664,0.4,0.5714285714285714,0.07241379310344828,0.023131737698273685,0.041379310344827586,0.10344827586206896,0.1250495579047027,0.0356218161771731,0.075,0.1694915254237288,398.8,30.35951251255527,365,432,585.6,37.40721855471213,549,628,398.8,30.35951251255527,365,432,0.0037070117113401488,0.000359888262535608,0.0033650548696844995,0.004173390880090073,12.4,4.159326868617084,7,18
SKAB,fold_3,3,3,0.6149750764508035,0.00510395288517895,0.6067796610169491,0.6198514517218096,0.34346112347325203,0.029727396165605113,0.30927835051546393,0.3865546218487395,0.0514957810578545,0.02002303901943408,0.0347985347985348,0.08455882352941177,0.08867596730006719,0.030283903064439694,0.0632279534109817,0.138763197586727,20.4,0.8944271909999157,19,21,41.4,1.51657508881031,40,44,20.4,0.8944271909999157,19,21,0.09985753858330035,0.00841151681461168,0.09297052154195011,0.11357340720221606,3.2,3.03315017762062,0,8
SKAB,fold_3,3,4,0.6011539117867515,0.014220988268922173,0.5783050847457627,0.6164753544902093,0.29155350517713813,0.04939832824329926,0.225,0.34782608695652173,0.06146347829399503,0.025853140448413994,0.016483516483516484,0.07734806629834254,0.09993451165944084,0.03947080853660111,0.030716723549488054,0.1242603550295858,33.6,3.0495901363953815,30,38,69.8,7.563068160475616,63,82,33.6,3.0495901363953815,30,38,0.062124279882250055,0.0052311436522194275,0.05678670360110803,0.07,12.6,9.289779329994873,3,23
SKAB,fold_3,3,5,0.5973444650382558,0.018747327380366708,0.576271186440678,0.6218771100607697,0.23405497728078375,0.05978068936174248,0.1827956989247312,0.32967032967032966,0.04011487510431287,0.019510315301496377,0.01098901098901099,0.058931860036832415,0.06701271622339897,0.031021093884014028,0.02097902097902098,0.09481481481481481,50.6,2.701851217221259,48,54,108.4,9.762171889492624,101,124,50.6,2.701851217221259,48,54,0.04232274855343139,0.0014745427926933174,0.03987184051263795,0.04383680555555555,14.8,9.364827814754525,3,29
SKAB,fold_3,3,6,0.5924689649174333,0.020009322865336056,0.5708474576271186,0.6139283299526708,0.26855043179025734,0.07877102110658867,0.19402985074626866,0.3937007874015748,0.05922585566313223,0.02148117719636952,0.03663003663003663,0.09191176470588236,0.09604941689624946,0.032930925555121206,0.06514657980456026,0.14903129657228018,69.0,8.336666000266531,62,79,159.4,27.300183149568795,136,195,69.0,8.336666000266531,62,79,0.033550847884164584,0.0023830663944445656,0.030696576151121605,0.03563995837669095,25.0,12.942179105544785,8,39
SKAB,fold_3,4,3,0.604589054536907,0.005231912635141362,0.5990950226244344,0.6110108303249098,0.29509026829629387,0.046912481192033555,0.26666666666666666,0.37735849056603776,0.03699429296131897,0.009513142155551798,0.024096385542168676,0.04784688995215311,0.0655615176427998,0.016016611730169227,0.04424778761061947,0.08492569002123142,38.4,1.8165902124584952,36,41,72.4,3.7148351242013433,67,77,38.4,1.8165902124584952,36,41,0.049175758573816064,0.0022297927877915594,0.04580606781677573,0.05169753086419753,2.4,1.51657508881031,1,4
SKAB,fold_3,4,4,0.587945956318412,0.010611896883723795,0.5746606334841629,0.6041478809738503,0.2163700999358535,0.06356327845959452,0.13793103448275862,0.27710843373493976,0.040388539805153625,0.020429010343830784,0.009569377990430622,0.060240963855421686,0.06746513748896885,0.032868722370130735,0.017897091722595078,0.0984251968503937,66.2,3.03315017762062,63,69,124.4,4.827007354458869,119,130,66.2,3.03315017762062,63,69,0.028450564164086867,0.0015537376637565006,0.026885108170552403,0.030234315948601664,12.4,10.064790112068906,6,30
SKAB,fold_3,4,5,0.5837629631605958,0.02483080937662712,0.5592760180995475,0.6167718665464382,0.29778274738636934,0.09699512452204988,0.20967741935483872,0.43137254901960786,0.06439845506427624,0.00893365427537529,0.05263157894736842,0.0746987951807229,0.10422644896970568,0.012824088841860265,0.09381663113006397,0.12,98.6,10.502380682492898,86,115,184.4,19.552493447128427,159,212,98.6,10.502380682492898,86,115,0.01913600269277138,0.0019833243259632745,0.01603024574669187,0.02149810708491076,25.8,15.106290080625355,6,48
SKAB,fold_3,4,6,0.5720134332125351,0.025831866771326407,0.5384615384615384,0.5983754512635379,0.24513670282634298,0.0825935693668591,0.14285714285714285,0.3373493975903614,0.05909725024499914,0.011809834248071496,0.04578313253012048,0.0746987951807229,0.09443247564206458,0.019652605809023768,0.06934306569343066,0.1141804788213628,137.6,10.96813566655701,127,155,266.8,22.409819276379714,249,303,137.6,10.96813566655701,127,155,0.014155444112805069,0.001072342257582652,0.012611862643080125,0.015500031000062,35.6,15.836666315863324,13,49
SKAB,fold_3,5,3,0.5895313383161481,0.005476301729237789,0.5827664399092971,0.5959367945823928,0.23848071272440605,0.06341875613482058,0.16279069767441862,0.3181818181818182,0.03177744217281179,0.01321223674889496,0.020527859237536656,0.05014749262536873,0.055853828270843085,0.021986896144558822,0.03664921465968586,0.08542713567839195,68.0,4.47213595499958,62,74,117.2,10.963576058932597,105,133,68.0,4.47213595499958,62,74,0.025367792682986584,0.00117846289338162,0.02428780131482834,0.027315296566077004,7.0,4.12310562561766,0,11
SKAB,fold_3,5,4,0.5727733154197007,0.010559609755305227,0.5555555555555556,0.5835214446952596,0.22493815675090362,0.02664869292849435,0.18823529411764706,0.2631578947368421,0.04415310442267094,0.0037370905800823188,0.03812316715542522,0.047337278106508875,0.07359280431305666,0.005014066566024536,0.06516290726817042,0.0784313725490196,117.6,3.9115214431215897,113,122,204.4,8.384509526501834,193,212,117.6,3.9115214431215897,113,122,0.014787169807042162,0.0004019343312486939,0.014243482934694974,0.015235457063711912,19.8,11.278297743897348,8,38
SKAB,fold_3,5,5,0.5596290573211086,0.019275086641025466,0.5419501133786848,0.5898305084745763,0.23594336957734724,0.07666015255609362,0.16129032258064516,0.36585365853658536,0.06477959668434922,0.021643004599171737,0.029239766081871343,0.08797653958944282,0.10102861810783306,0.033109593808714,0.04950495049504951,0.14184397163120568,168.8,19.71547615453403,149,194,285.6,35.79525108167282,247,324,168.8,19.71547615453403,149,194,0.010124131723394074,0.0011667570312328189,0.008608778828780955,0.011466666666666667,43.2,10.848963084092416,26,52
SKAB,fold_3,5,6,0.5433022855237668,0.033922448950574904,0.4977324263038549,0.5812641083521445,0.2518977041557687,0.07488149134804334,0.16129032258064516,0.3333333333333333,0.0870846223227814,0.016958846148563043,0.06784660766961652,0.10557184750733138,0.12825631107366245,0.025647483615406686,0.10141987829614604,0.1592920353982301,236.2,15.122830422906949,215,254,401.0,29.849623113198604,360,434,236.2,15.122830422906949,215,254,0.007204595573450495,0.0004106996147424788,0.006727013454026908,0.0077879935100054086,66.4,29.610808837314796,38,112
SKAB,fold_3,6,3,0.574842435710901,0.01038865173145372,0.5634379263301501,0.5910326086956522,0.24020782863700116,0.05847417262877151,0.17391304347826086,0.3225806451612903,0.033771773906861,0.005129201610226,0.027586206896551724,0.041379310344827586,0.05907844275977865,0.009141088333051316,0.047619047619047616,0.0718562874251497,116.8,9.17605579756357,107,131,192.4,15.436968614336172,180,217,116.8,9.17605579756357,107,131,0.014180695434326204,0.0012716636914278294,0.012644950760445195,0.016158616473054416,10.2,3.271085446759225,5,13
SKAB,fold_3,6,4,0.5451506010076903,0.02619914449822238,0.504774897680764,0.5667574931880109,0.20464465086267086,0.051172620794110855,0.1523809523809524,0.27419354838709675,0.048934707903780066,0.0074972870786895315,0.041379310344827586,0.05862068965517241,0.07835707608776792,0.011609949617787357,0.0653950953678474,0.09659090909090909,186.6,11.436782764396638,170,198,286.8,20.117156856772773,255,311,186.6,11.436782764396638,170,198,0.008260002849171333,0.0005532147021486609,0.0077053884578594965,0.008888888888888889,28.6,16.2265215003093,8,53
SKAB,fold_3,6,5,0.5331744714151231,0.019037223492044897,0.5136239782016349,0.5590230664857531,0.2418210203882052,0.03995464403606971,0.2127659574468085,0.31092436974789917,0.0875530276099064,0.03114438198687877,0.048109965635738834,0.12758620689655173,0.12722992239102454,0.039220835896174595,0.07932011331444759,0.18092909535452323,249.4,30.245660845813898,216,289,389.4,61.768114751868545,323,463,249.4,30.245660845813898,216,289,0.006288653915161868,0.0005292682952467753,0.005543516001963578,0.0069230109739369,58.2,18.471599822430107,33,85
SKAB,fold_3,6,6,0.5042793704548483,0.046071244177365266,0.45231607629427795,0.5617367706919946,0.2535626505701056,0.06385654360345656,0.15432098765432098,0.32222222222222224,0.12200023699490462,0.03433085275536131,0.08620689655172414,0.17586206896551723,0.1618319412849432,0.03514408909615377,0.11061946902654868,0.20773930753564154,363.2,36.73826343201322,325,404,549.8,43.65432395536552,506,607,363.2,36.73826343201322,325,404,0.0042174850008602945,0.0005219795781129549,0.00365625,0.0047905325443786985,95.4,40.053713935164616,45,149
SKAB,fold_4,3,3,0.6225365185111345,0.004548637463712456,0.6164021164021164,0.6271523178807947,0.3594106973485479,0.03970810068060651,0.3157894736842105,0.40310077519379844,0.11371420449816853,0.0604434840616677,0.056818181818181816,0.19622641509433963,0.16839540953326718,0.07293644923351839,0.09630818619582665,0.2639593908629442,20.2,1.6431676725154984,18,22,38.6,5.319774431308155,31,43,20.2,1.6431676725154984,18,22,0.0944305089218809,0.004376311661681675,0.08677685950413223,0.09750566893424037,29.6,42.60633755675322,0,98
SKAB,fold_4,3,4,0.6083758080829296,0.021987241792391442,0.5707671957671958,0.6249171636845593,0.34955506686110027,0.034017989519866086,0.31097560975609756,0.38271604938271603,0.1311584178266598,0.03707259928001039,0.09659090909090909,0.19056603773584907,0.18764229467772892,0.034597354556198785,0.14739884393063585,0.23736780258519388,29.8,4.08656334834051,23,34,60.8,8.136338242723197,47,68,29.8,4.08656334834051,23,34,0.06972855541334759,0.011291708351691927,0.058823529411764705,0.0888468809073724,62.4,90.49198859567625,7,222
SKAB,fold_4,3,5,0.6051998050590601,0.016468706022131543,0.5873015873015873,0.6315440689198144,0.3465576305475996,0.04345714786660429,0.30412371134020616,0.4186046511627907,0.13948389357785868,0.019305675093685585,0.11174242424242424,0.1641509433962264,0.19793055163577772,0.020851267738640347,0.1634349030470914,0.21804511278195488,48.4,2.0736441353327724,46,51,101.2,3.271085446759225,96,104,48.4,2.0736441353327724,46,51,0.04331540307239164,0.002721981207976636,0.039600153787004995,0.045368620037807186,38.2,11.945710527214361,21,53
SKAB,fold_4,3,6,0.586261508004428,0.02393641098738608,0.5589403973509933,0.6235917826375083,0.34677221311347434,0.053651962019032697,0.2878228782287823,0.4090909090909091,0.20332819942478605,0.05115195342590538,0.14772727272727273,0.26037735849056604,0.25402888816757196,0.04876399110826635,0.19524405506883605,0.30598669623059865,65.8,2.5884358211089564,62,69,141.8,7.918333157931664,131,151,65.8,2.5884358211089564,62,69,0.03277438199531455,0.001384988301369449,0.03096458008465137,0.034079084287200835,96.0,49.39635614091387,45,167
SKAB,fold_4,4,3,0.6154290763271272,0.021558114079516216,0.589585172109444,0.636604774535809,0.39456098980564586,0.047132916626954985,0.34177215189873417,0.4444444444444444,0.13679597858678502,0.07614610464316848,0.06716417910447761,0.2524752475247525,0.19298777600668177,0.07755689087367161,0.11226611226611227,0.30493273542600896,36.2,4.868264577855235,30,41,62.6,9.126883367283709,51,72,36.2,4.868264577855235,30,41,0.04839332968900885,0.006360759559690643,0.04283164782867341,0.056666666666666664,66.2,81.57634461043226,0,199
SKAB,fold_4,4,4,0.595640764523682,0.029472269873234827,0.5498676081200353,0.6256637168141593,0.38120152880906244,0.0443300599478827,0.31690140845070425,0.425531914893617,0.2106961385001876,0.09067531197701983,0.11166253101736973,0.3415841584158416,0.2621433277848941,0.07248953518280929,0.1651376146788991,0.3511450381679389,59.0,7.968688725254614,46,65,108.4,12.817956155331473,86,117,59.0,7.968688725254614,46,65,0.031808736876541746,0.005566565262576042,0.02745562130177515,0.04064272211720227,105.4,132.3907096438417,21,335
SKAB,fold_4,4,5,0.5758411969812404,0.02583373670235851,0.5366284201235657,0.6047745358090185,0.3318710166258207,0.027240281971111904,0.29545454545454547,0.36217948717948717,0.19579669033160121,0.09446387127522056,0.12655086848635236,0.31683168316831684,0.23787414139722984,0.07669117763120369,0.17962003454231434,0.32778489116517284,89.8,7.155417527999325,82,96,165.4,12.581732790041283,151,178,89.8,7.155417527999325,82,96,0.020637716081125017,0.0018939450161719815,0.01889995473064735,0.022903033908387865,137.0,103.09461673627774,58,288
SKAB,fold_4,4,6,0.573721368623111,0.02220362579911405,0.5481023830538394,0.595575221238938,0.3617512405222393,0.0291540472206559,0.32,0.4006849315068493,0.26327834942673556,0.08674407236281131,0.1588089330024814,0.3589108910891089,0.2993463292515582,0.06570556876060007,0.21227197346600332,0.36386449184441655,124.2,6.534523701081818,117,131,234.0,13.209844813622905,220,250,124.2,6.534523701081818,117,131,0.015199953589802816,0.0007813141066711546,0.014497041420118343,0.016071298122580173,180.6,94.78554742153467,67,309
SKAB,fold_4,5,3,0.6044517980044354,0.0318572131908014,0.5657458563535912,0.6334440753045404,0.42662937937937934,0.04627776906896647,0.3783783783783784,0.4895833333333333,0.184640574655359,0.09589713792626388,0.08206686930091185,0.31419939577039274,0.2419762539824088,0.08291241291689011,0.13881748071979436,0.34608985024958405,59.0,10.464224768228174,47,70,100.4,15.709869509324385,83,117,59.0,10.464224768228174,47,70,0.029831113047001544,0.006299008724492693,0.023061224489795917,0.03757356269805342,99.6,93.52967443544321,17,235
SKAB,fold_4,5,4,0.5613062476545231,0.029432151838629076,0.5160220994475138,0.5880398671096345,0.34869903078096787,0.022102398008285618,0.3252032520325203,0.3755656108597285,0.24216705109293651,0.10810334339584586,0.12158054711246201,0.3716012084592145,0.27628016339085026,0.082422299826705,0.17699115044247787,0.35964912280701755,103.4,10.549881515922348,85,110,176.2,14.872793954062567,152,191,103.4,10.549881515922348,85,110,0.016709523222418164,0.0024445907849262915,0.01515023987879808,0.021038062283737023,141.6,110.46854755992766,26,310
SKAB,fold_4,5,5,0.5398514304383347,0.048445402371379113,0.4552486187845304,0.574750830564784,0.31172848579143475,0.050330566853800184,0.24647887323943662,0.3848396501457726,0.23303584889751888,0.1342114304469071,0.10638297872340426,0.3987915407854985,0.2547757112631265,0.09984456425761802,0.14861995753715498,0.3916913946587537,146.0,10.416333327999826,132,156,249.8,17.16682847820179,228,267,146.0,10.416333327999826,132,156,0.011772526915655253,0.0009084749721482187,0.010971400394477318,0.013085399449035813,175.0,125.81136673607834,76,343
SKAB,fold_4,5,6,0.5524569221420539,0.032603332782353174,0.5116022099447514,0.583610188261351,0.3855860909203618,0.026199364235723825,0.351931330472103,0.4166666666666667,0.37673006430478956,0.1029105628932498,0.24924012158054712,0.5015105740181269,0.37523792292611613,0.05455362016468076,0.2918149466192171,0.4289405684754522,206.0,13.152946437965905,185,219,354.6,21.349473061413015,322,372,206.0,13.152946437965905,185,219,0.008391149476540107,0.0006468537109774854,0.007756301995371239,0.009408327246165084,243.6,90.75957249789137,152,343
SKAB,fold_4,6,3,0.5778773691815168,0.041143046172056885,0.5279255319148937,0.625832223701731,0.4047201359574585,0.06975754266412078,0.3333333333333333,0.5172413793103449,0.18912630735166583,0.07515692750111612,0.10600706713780919,0.2852112676056338,0.24478514429341525,0.0575139416640648,0.17595307917888564,0.3201581027667984,99.4,13.794926603646719,82,111,160.8,20.92128103152386,130,177,99.4,13.794926603646719,82,111,0.016586415467774493,0.0026552779955861835,0.014122230338446555,0.019553441669969612,97.8,79.09298325388922,22,193
SKAB,fold_4,6,4,0.5768022069864294,0.032128749640975826,0.526595744680851,0.6151797603195739,0.42266432719649094,0.037163642059015435,0.38311688311688313,0.4797297297297297,0.30983529425052936,0.08594178613804401,0.20567375886524822,0.4154929577464789,0.3504572022447916,0.05375301738361765,0.27230046948356806,0.40227703984819735,162.6,12.054044964243332,143,172,251.2,14.324803663575986,233,266,162.6,12.054044964243332,143,172,0.00957560191259413,0.0010537208993254975,0.008754732287723093,0.011394200205389017,154.6,75.89993412381857,82,267
SKAB,fold_4,6,5,0.5589745587443693,0.04046890981771395,0.49867021276595747,0.607190412782956,0.3986988613318854,0.03781694815318853,0.37185929648241206,0.4619883040935672,0.32323087713056275,0.13253753569498047,0.16607773851590105,0.5070422535211268,0.3445709001023811,0.08027102113380852,0.23039215686274508,0.4330827067669173,234.6,18.796276226955168,209,255,372.4,29.619250496931894,329,402,234.6,18.796276226955168,209,255,0.00680443561649576,0.0005869272489460784,0.006074586697424068,0.0075318788489274514,178.8,122.18715153402997,57,355
SKAB,fold_4,6,6,0.5371331132957475,0.017764197597721267,0.5193075898801598,0.5645805592543276,0.39550713466708615,0.023906424134327864,0.36551724137931035,0.41952506596306066,0.44676430131802014,0.133260502746456,0.3286219081272085,0.6197183098591549,0.41412113339653683,0.06748286931586099,0.36257309941520466,0.49577464788732395,318.4,21.454603235669502,285,338,483.4,26.74509300787717,437,503,318.4,21.454603235669502,285,338,0.004794212334298621,0.00041553619760254537,0.0044028570428206295,0.005380116959064328,252.6,100.2561718798399,149,369
