dataset,model,training_time_seconds_mean,inference_time_seconds_mean,automata_training_time_seconds,automata_inference_time_seconds,training_speedup_vs_automata,inference_speedup_vs_automata
BATADAL,AUTOMATA,0.5297211600009177,0.0045919400014099,0.5297211600009177,0.0045919400014099,1.0,1.0
BATADAL,CNN,6.21897459999891,0.0136221200002182,0.5297211600009177,0.0045919400014099,11.740090956510281,2.9665283074333924
BATADAL,GRU,2.968140140000469,0.0193099399999482,0.5297211600009177,0.0045919400014099,5.603212339101815,4.205181251065849
BATADAL,LSTM,2.7893923199997515,0.0195749199985584,0.5297211600009177,0.0045919400014099,5.265774771003898,4.262886708569397
SKAB,AUTOMATA,26.064667332000244,0.008514596000168139,26.064667332000244,0.008514596000168139,1.0,1.0
SKAB,CNN,11.491383924000257,0.08074129600048754,26.064667332000244,0.008514596000168139,0.44087974642561417,9.482692543356507
SKAB,GRU,8.691668228000053,0.09838473999974658,26.064667332000244,0.008514596000168139,0.3334655346753294,11.554833605470389
SKAB,LSTM,9.677024899999669,0.10264700799962148,26.064667332000244,0.008514596000168139,0.3712698411507805,12.055417309006145
