dataset,family,model,split,scenario,noise_level,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,f1_score_mean,f1_score_std,f1_score_min,f1_score_max,test_examples_mean,test_examples_std,test_examples_min,test_examples_max,unseen_examples_mean,unseen_examples_std,unseen_examples_min,unseen_examples_max
SKAB,DEEP,GRU,fold_1,noise,0.1,0.695223538310916,0.024424605540404227,0.6689747598838508,0.7229292252734986,0.7011344979145948,0.17546891565884012,0.5473773265651438,1.0,0.32118822852494155,0.12882968013240326,0.1432145090681676,0.43035602748282326,0.4146470058561662,0.1189141929690873,0.25054704595185995,0.5196078431372549,4482.2,6.418722614352435,4477,4491,,,,
SKAB,DEEP,GRU,fold_1,noise,0.2,0.6934402279022205,0.02538167562782657,0.6651775742684833,0.725385130609511,0.6960433411709706,0.17891962336415534,0.5397489539748954,1.0,0.32181597039006754,0.1303743893844108,0.14196372732958099,0.4297314178638351,0.4134073631234017,0.11980980682245547,0.24863088718510407,0.5146014206787688,4482.2,6.418722614352435,4477,4491,,,,
SKAB,DEEP,GRU,fold_1,original,0.0,0.6962046683458059,0.023904647637353872,0.6723252177797633,0.7218129046662202,0.7041538143122109,0.17388059749216828,0.5538592027141646,1.0,0.320066598546611,0.12560839872672708,0.1438398999374609,0.42223610243597753,0.415204946017192,0.11674786315665962,0.25150355385456535,0.5172149961744453,4482.2,6.418722614352435,4477,4491,,,,
SKAB,DEEP,GRU,fold_2,noise,0.05,0.6221282279608192,0.004896583721234582,0.6166518254674977,0.6280053428317008,0.4538696341460729,0.023788113291194308,0.42105263157894735,0.4785714285714286,0.11211573236889691,0.031169821516209513,0.0807715491259795,0.14707655213984328,0.17805826992640125,0.04014428143914814,0.13821557503867973,0.22467771639042358,4492.0,0.0,4492,4492,,,,
SKAB,DEEP,GRU,fold_2,noise,0.1,0.6214158504007123,0.004338481327402968,0.616206589492431,0.6260017809439002,0.4494699665285526,0.021238232087618394,0.4181360201511335,0.47398843930635837,0.11271850512356843,0.031376044454828014,0.08016877637130802,0.14828209764918626,0.1785919783857788,0.040503146495808516,0.1366906474820144,0.22589531680440772,4492.0,0.0,4492,4492,,,,
SKAB,DEEP,GRU,fold_2,noise,0.2,0.622172751558326,0.005795341001758634,0.6146482635796973,0.6291184327693677,0.45355266500091174,0.030201543387332122,0.4090909090909091,0.49343339587242024,0.11766124171187461,0.03365664139646132,0.08197709463532249,0.15852923447860157,0.18525240377429508,0.04371034110085427,0.1390593047034765,0.23996350364963503,4492.0,0.0,4492,4492,,,,
SKAB,DEEP,GRU,fold_2,original,0.0,0.6226625111308994,0.005069144050193999,0.6177649154051648,0.6295636687444346,0.4569897608201071,0.026216446766029296,0.4263959390862944,0.49097472924187724,0.11211573236889691,0.031701491964568305,0.08197709463532249,0.14828209764918626,0.17819986665691195,0.04076098516091992,0.14049586776859505,0.22620689655172413,4492.0,0.0,4492,4492,,,,
SKAB,DEEP,GRU,fold_3,noise,0.05,0.6589343988238907,0.0218310567565674,0.6371260199456029,0.6921159945627549,0.6154322506664845,0.05731278608972945,0.5412445730824892,0.6724137931034483,0.24601734117715832,0.06554831880007535,0.17721518987341772,0.352622061482821,0.34842869737983934,0.07075039976733648,0.2782773308092759,0.4626334519572954,4419.6,8.87693640846892,4412,4432,,,,
SKAB,DEEP,GRU,fold_3,noise,0.1,0.6581198756079476,0.02175236005272552,0.636672710788758,0.6912097870412325,0.6122086097570788,0.05630775621813598,0.5399129172714079,0.6678004535147393,0.24553562802596307,0.06747169729362977,0.17420132610006028,0.3550331525015069,0.34719646825276396,0.07240217646490742,0.27419354838709675,0.4635970090515545,4419.6,8.87693640846892,4412,4432,,,,
SKAB,DEEP,GRU,fold_3,noise,0.2,0.6578021505187419,0.02312590532120826,0.635312783318223,0.6937018577254191,0.6094186375246846,0.05670735900150366,0.5353535353535354,0.6722783389450057,0.24601538766547218,0.07127015414320655,0.16877637130801687,0.36106088004822184,0.3470659262740834,0.07691377447727521,0.2661596958174905,0.46980392156862744,4419.6,8.87693640846892,4412,4432,,,,
SKAB,DEEP,GRU,fold_3,original,0.0,0.6593870121366205,0.022090712079074256,0.6378059836808704,0.6934753058450385,0.6174379275570095,0.05794727980040855,0.5429799426934098,0.6795774647887324,0.24565625946592234,0.0639354328602459,0.17661241711874623,0.34900542495479203,0.3485867424535664,0.06989996874101972,0.277330809275911,0.46117084826762245,4419.6,8.87693640846892,4412,4432,,,,
SKAB,DEEP,GRU,fold_4,noise,0.05,0.6489824168587919,0.016358782846917382,0.6383918709962447,0.6780261119716752,0.32497096399535425,0.41127316929110064,0.0,1.0,0.02170663096086284,0.04240462145448704,0.0,0.09739454094292804,0.039869079209924094,0.07713664819744988,0.0,0.17750141322781232,4522.2,4.604345773288565,4517,4527,,,,
SKAB,DEEP,GRU,fold_4,noise,0.1,0.6485403885438153,0.01631208598402068,0.6370664899491937,0.6773622482850188,0.3209090909090909,0.40999395278749423,0.0,1.0,0.021705709652851145,0.04142697678710755,0.0,0.09553349875930521,0.03994386529995858,0.07548791685690596,0.0,0.17440543601359004,4522.2,4.604345773288565,4517,4527,,,,
SKAB,DEEP,GRU,fold_4,noise,0.2,0.6475244782841778,0.017333664925351138,0.6313231720786393,0.6771409603894667,0.5321739130434783,0.44992753039650246,0.0,1.0,0.024305564801042533,0.04017829888756067,0.0,0.09491315136476426,0.04477766595636467,0.07322851779041196,0.0,0.173371104815864,4522.2,4.604345773288565,4517,4527,,,,
SKAB,DEEP,GRU,fold_4,original,0.0,0.649380187594658,0.016335070117021837,0.6394963552021206,0.6784686877627794,0.34485125858123566,0.4117702569240828,0.0,1.0,0.022326057047392087,0.04278221806832351,0.0,0.09863523573200993,0.041012644334582044,0.07771305552149238,0.0,0.1795595708639187,4522.2,4.604345773288565,4517,4527,,,,
SKAB,DEEP,LSTM,fold_0,noise,0.05,0.6851850411334468,0.04088170070915708,0.6439884006245817,0.7356808558056608,0.5413589901274966,0.32159683770165454,0.0,0.7917847025495751,0.28779806109386846,0.20121289023277836,0.0,0.527306967984934,0.3560347024221969,0.21681433234318231,0.0,0.5140758873929009,4481.0,4.898979485566368,4475,4487,,,,
SKAB,DEEP,LSTM,fold_0,noise,0.1,0.6853193186267198,0.04078734344387371,0.6439884006245817,0.7354579897481613,0.5420334314640136,0.3222053467885994,0.0,0.7923186344238976,0.288551985888168,0.20131533593441064,0.0,0.5285624607658506,0.3567709547903298,0.21661857969412573,0.0,0.5146699266503667,4481.0,4.898979485566368,4475,4487,,,,
SKAB,DEEP,LSTM,fold_0,noise,0.2,0.684338430963288,0.03900513845074322,0.6439884006245817,0.7356808558056608,0.5389704632492991,0.32056950699676806,0.0,0.7951289398280802,0.2870479104499829,0.2008393704991786,0.0,0.5285624607658506,0.3547267752599851,0.2155586646160964,0.0,0.5165644171779141,4481.0,4.898979485566368,4475,4487,,,,
SKAB,DEEP,LSTM,fold_0,original,0.0,0.6855867370233678,0.040688945386000194,0.6439884006245817,0.7352351236906619,0.5414683065964759,0.3209260144621188,0.0,0.7879213483146067,0.287670702715609,0.20146401193537214,0.0,0.5260514752040176,0.35610936532903825,0.21763008824353647,0.0,0.5145839729812711,4481.0,4.898979485566368,4475,4487,,,,
SKAB,DEEP,LSTM,fold_1,noise,0.05,0.6972291558065387,0.01988971903107685,0.6709850346213982,0.7165441995101314,0.6888591724530433,0.09310895626525095,0.5765352887259395,0.8029661016949152,0.29423109582447404,0.08126427955148748,0.2013801756587202,0.3946047678795483,0.4038556622990942,0.07192344286331318,0.30354609929078014,0.4746182418489476,4482.2,6.418722614352435,4477,4491,,,,
SKAB,DEEP,LSTM,fold_1,noise,0.1,0.6979882741227947,0.019449105792116988,0.6736654009381282,0.7165441995101314,0.691750569503593,0.09271800481607081,0.5752293577981651,0.8025210084033614,0.29598274453524914,0.08023220452953235,0.205771643663739,0.3933500627352572,0.4060134934735566,0.06991073375190364,0.30987246102975907,0.4776364382437423,4482.2,6.418722614352435,4477,4491,,,,
SKAB,DEEP,LSTM,fold_1,noise,0.2,0.698791229044849,0.02002705383830455,0.6747822202367657,0.7169895346248052,0.6962653458177978,0.09815365152162485,0.5730027548209367,0.8053830227743272,0.2971067278863224,0.07856930701989646,0.21141781681304894,0.39146800501882056,0.4078392461123621,0.06730431600257411,0.3164319248826291,0.48058847568451163,4482.2,6.418722614352435,4477,4491,,,,
SKAB,DEEP,LSTM,fold_1,original,0.0,0.6981216563348561,0.01912106893890619,0.6721018539200357,0.7176575372968158,0.6929209597890937,0.09223223026353625,0.5828729281767956,0.8098290598290598,0.29373501433266974,0.07992222603602243,0.2051442910915935,0.3971141781681305,0.40432735998109487,0.07029290274458731,0.3081998114985862,0.47238805970149256,4482.2,6.418722614352435,4477,4491,,,,
SKAB,DEEP,LSTM,fold_2,noise,0.05,0.6239982190560998,0.004410421361567038,0.6182101513802315,0.6293410507569012,0.4570716248912065,0.023483308821715874,0.4290657439446367,0.4879032258064516,0.0919831223628692,0.03225988875783051,0.07293550331525014,0.14888487040385776,0.1510428408579893,0.041380317133403656,0.12690089145254327,0.22363060208239022,4492.0,0.0,4492,4492,,,,
SKAB,DEEP,LSTM,fold_2,noise,0.1,0.6235084594835263,0.004183796958444691,0.6177649154051648,0.6282279608192342,0.45368569311956763,0.020612273790055927,0.4270833333333333,0.47808764940239046,0.0921036769138035,0.03222833763479684,0.07233273056057866,0.14888487040385776,0.1510521738186587,0.04132237408833675,0.1256544502617801,0.2234283129805518,4492.0,0.0,4492,4492,,,,
SKAB,DEEP,LSTM,fold_2,noise,0.2,0.6229741763134461,0.004133746888133614,0.6182101513802315,0.6288958147818343,0.44959865069843963,0.024131487062416062,0.4154929577464789,0.483739837398374,0.09138034960819771,0.032967316646596044,0.07112718505123568,0.14948764315852922,0.149784456450417,0.042497229040574645,0.12146165723108594,0.22433288104929897,4492.0,0.0,4492,4492,,,,
SKAB,DEEP,LSTM,fold_2,original,0.0,0.6240427426536064,0.004946429413825372,0.6184327693677649,0.6308993766696349,0.45775897609070226,0.03025314037185052,0.4280821917808219,0.5020242914979757,0.09210367691380349,0.03244743150789687,0.07474382157926461,0.14948764315852922,0.15122104068478406,0.04161307544869101,0.12757201646090535,0.2244343891402715,4492.0,0.0,4492,4492,,,,
SKAB,DEEP,LSTM,fold_3,noise,0.05,0.6635053021414636,0.012077263102590748,0.6575249320036265,0.6850928862709561,0.6469459018040915,0.04289876347571395,0.6062767475035663,0.7168141592920354,0.24678606487369711,0.10625250072035575,0.146562123039807,0.42374924653405666,0.3452125574573515,0.09740775934424427,0.24336504757135705,0.5028612303290415,4419.6,8.87693640846892,4412,4432,,,,
SKAB,DEEP,LSTM,fold_3,noise,0.1,0.6640042281546877,0.012552591730582199,0.657942238267148,0.6864521975532397,0.6493582442059539,0.04592347033519717,0.6094420600858369,0.7267267267267268,0.24714722372891013,0.10716526851512313,0.14595898673100122,0.4255575647980711,0.3457318061821543,0.09843538366543182,0.2430939226519337,0.5050071530758226,4419.6,8.87693640846892,4412,4432,,,,
SKAB,DEEP,LSTM,fold_3,noise,0.2,0.6640500089926749,0.013707200044911572,0.656844968268359,0.6884911644766651,0.6478233086355181,0.040703768512728174,0.6126255380200861,0.7168674698795181,0.24738977971072798,0.11026020713177256,0.14354644149577805,0.4309825195901145,0.34549450314581237,0.10175279582952762,0.23919597989949748,0.5098039215686274,4419.6,8.87693640846892,4412,4432,,,,
SKAB,DEEP,LSTM,fold_3,original,0.0,0.663640333198942,0.012031398429759334,0.6570004531037608,0.6850928862709561,0.6483109085013965,0.0443269746053598,0.6037195994277539,0.7189349112426036,0.24630362828252722,0.10565373942162538,0.146562123039807,0.42254370102471367,0.3449426501313367,0.09687646686575042,0.24348697394789579,0.5021489971346705,4419.6,8.87693640846892,4412,4432,,,,
SKAB,DEEP,LSTM,fold_4,noise,0.05,0.6541584612921503,0.023869438300191784,0.6428098078197482,0.6968355830936048,0.3742331288343558,0.5144602525947639,0.0,1.0,0.03610367993305017,0.07832683938675343,0.0,0.1761786600496278,0.060345526124679895,0.13015949107940025,0.0,0.2930856553147575,4522.2,4.604345773288565,4517,4527,,,,
SKAB,DEEP,LSTM,fold_4,noise,0.1,0.6543351982399617,0.023529987166014114,0.6430307046609234,0.6963930073025005,0.5727272727272728,0.5257815905789547,0.0,1.0,0.03684725184577273,0.07827716188408108,0.0,0.17679900744416874,0.06166137804997901,0.12970788247141707,0.0,0.29351184346035014,4522.2,4.604345773288565,4517,4527,,,,
SKAB,DEEP,LSTM,fold_4,noise,0.2,0.6544233222400089,0.02275574768860857,0.6430307046609234,0.6950652799291879,0.5478376580172988,0.5031157994830153,0.0,1.0,0.03796218723449327,0.07737160649139674,0.0,0.1761786600496278,0.06377978398779395,0.12776419657230073,0.0,0.2918807810894142,4522.2,4.604345773288565,4517,4527,,,,
SKAB,DEEP,LSTM,fold_4,original,0.0,0.6539815875012562,0.02408444103295053,0.642588910978573,0.6970568709891569,0.3752321981424148,0.5156699693194333,0.0,1.0,0.03548364021235649,0.07830826379378292,0.0,0.17555831265508684,0.05924386624708983,0.13040766473368984,0.0,0.2925064599483204,4522.2,4.604345773288565,4517,4527,,,,
